Unique Private Well ID,Unique Well ID,Project,Project Code,Calibration Set Code,Well Latitude,Well Longitude,Operator Name,Well Name,Offshore Area,Offshore Block Number,Prospect,Basin,Country,State,County,Minimum Geologic Age,Maximum Geologic Age,KB Elevation,Water Depth,Ground Level,Water Depth/Ground Level Units,KB Elevation - Feet,Water Depth - Feet,Ground Level - Feet,KB Elevation - Meters,Water Depth - Meters,Ground Level - Meters,Unique Sample ID,Sample Analytical Group,Public Sample ID,Public Sample Canister ID,Depth,Depth - Log Corrected,Depth Bottom,Depth Units,Depth - Feet,Depth Bottom - Feet,Depth - Meters,Depth Bottom - Meters,Sample Group,Sample Formation,Sample Member,Sample Depositional Environment,Sample Type,Sample Orientation,Sample Length,Sample Interval Length,Sample Diameter,Sample Size Units,Sample Weight Oven Dry,Sample Weight Humidity Dry,Sample Weight Air Dry,Sample Weight as Received,Sample Weight Units,Sample Bulk Volume,Sample Grain Volume,Sample Pore Volume,Sample Volume Units,Estimated Bulk Density (gm/cm^3),Leco TOC (wt percent),Hydrocarbon - S1 (mg/g),Hydrocarbon - S2 (mg/g),CO2 - S3 (mg/g),S2/S3 Ratio,RTI (percent Vbo),Production Index,Tmax (degrees C),H Index,O2 Index,Normalized Oil Content,Ro Calculated (percent),Ro Measured (percent),Ro Measurements,Ro Confidence,TOC Data Source (non isotherm sample),TOC Instrument Type (non isotherm sample),TOC Sample State (non isotherm sample)
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849298,,,,6683.5,6703,,feet,6683.5,,2037.13,,Eagle Ford,Eagle Ford Shale,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,2.47,0.96,4.17,0.39,10.69230769,0.274,0.187,438,169,16,39,0.72,0.84,12,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849282,,,,6635.5,6644.5,,feet,6635.5,,2022.5,,Eagle Ford,Eagle Ford Shale,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.98,3.45,14.06,0.28,50.21428571,0.937,0.197,434,353,7,87,0.65,0.8,9,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849328,,,,6800.5,6822.5,,feet,6800.5,,2072.79,,Washita,Maness,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,2.05,0.8,3.61,0.41,8.804878049,0.221,0.181,438,176,20,39,0.72,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849322,,,,6770.5,6787,,feet,6770.5,,2063.65,,Washita,Maness,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,1.79,0.23,1.12,0.37,3.027027027,0.064,0.17,439,63,21,13,0.74,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849285,,,,6651.5,6660.5,,feet,6651.5,,2027.38,,Eagle Ford,Eagle Ford Shale,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,4.04,2.36,12.8,0.39,32.82051282,0.653,0.156,438,317,10,58,0.72,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849317,,,,6755,6770,,feet,6755,,2058.92,,Washita,Maness,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,1.88,0.35,1.32,0.29,4.551724138,0.099,0.21,436,70,15,19,0.69,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849284,,,,6643.5,6652.5,,feet,6643.5,,2024.94,,Eagle Ford,Eagle Ford Shale,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,4.79,3.53,17.3,0.46,37.60869565,0.952,0.169,437,361,10,74,0.71,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849329,,,,6805.5,6827.5,,feet,6805.5,,2074.32,,,,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.03,1.59,9.42,0.39,24.15384615,0.435,0.144,438,311,13,52,0.72,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849319,,,,6765,6781.5,,feet,6765,,2061.97,,Washita,Maness,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,1.82,0.27,1.12,0.35,3.2,0.074,0.194,439,62,19,15,0.74,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849295,,,,6675.5,6695,,feet,6675.5,,2034.69,,Eagle Ford,Eagle Ford Shale,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,1.71,0.65,2.63,0.51,5.156862745,0.185,0.198,436,154,30,38,0.69,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849316,,,,6747.5,6762.5,,feet,6747.5,,2056.64,,Washita,Maness,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,1.72,0.37,1.72,0.43,4,0.102,0.177,438,100,25,22,0.72,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849324,,,,6780,6796.5,,feet,6780,,2066.54,,Washita,Maness,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,2.87,1.46,8.55,0.42,20.35714286,0.395,0.146,438,298,15,51,0.72,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849323,,,,6775,6791.5,,feet,6775,,2065.02,,Washita,Maness,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,1.78,0.34,1.63,0.29,5.620689655,0.094,0.173,438,92,16,19,0.72,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849300,,,,6691,6707,,feet,6691,,2039.42,,Eagle Ford,Eagle Ford Shale,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,4.92,2.96,18.3,0.43,42.55813953,0.801,0.139,435,372,9,60,0.67,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849331,,,,6815.5,6837.5,,feet,6815.5,,2077.36,,,,,Shelf - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,0.18,0.04,0.05,0.39,0.128205128,0.011,0.444,,28,217,22,,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849308,,,,6715,6731,,feet,6715,,2046.73,,Eagle Ford,Eagle Ford Shale,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,2.98,1.19,4.45,0.49,9.081632653,0.344,0.211,435,149,16,40,0.67,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849304,,,,6699.5,6715.5,,feet,6699.5,,2042.01,,Eagle Ford,Eagle Ford Shale,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.11,0.92,4.14,0.49,8.448979592,0.254,0.182,436,133,16,30,0.69,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849314,,,,6739.5,6754.5,,feet,6739.5,,2054.2,,Washita,Maness,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,1.24,0.3,1.16,0.51,2.274509804,0.083,0.205,436,94,41,24,0.69,,,,Core Laboratories,,Whole Rock
10043986,42395317220000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,31.057933,-96.277228,Encana,Lily Hoppess Unit 1,,,Hilltop Resort,Gulf Coast,USA,Texas,Robertson,"Cretaceous, Late","Cretaceous, Late",,,327,feet,,,327,,,99.67,46849293,,,,6667.5,6676.5,,feet,6667.5,,2032.25,,Eagle Ford,Eagle Ford Shale,,Deltaic - Prodelta,PLG,HORIZONTAL,,,,,,,,,,,,,,,6.8,4.68,25.86,0.61,42.39344262,1.271,0.153,436,380,9,69,0.69,,,,Core Laboratories,,Whole Rock
10090935,42493325720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.997708,-98.265758,Marathon,Kennedy Unit #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,405,,378,feet,405,,378,123.44,,115.21,46894719,,,,7124,7136,,feet,7124,,2171.4,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,0.74,0.04,2.47,0.14,17.64285714,0.012,0.016,440,334,19,5,0.76,,,,Core Laboratories,,Extracted
10090935,42493325720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.997708,-98.265758,Marathon,Kennedy Unit #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,405,,378,feet,405,,378,123.44,,115.21,46894724,,,,7147.5,7159.5,,feet,7147.5,,2178.56,,Eagle Ford,Eagle Ford Shale,,Shelf - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,5.39,0.08,19.83,0.27,73.44444444,0.022,0.004,444,368,5,1,0.83,,,,Core Laboratories,,Extracted
10090935,42493325720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.997708,-98.265758,Marathon,Kennedy Unit #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,405,,378,feet,405,,378,123.44,,115.21,46894727,,,,7159,7170.5,,feet,7159,,2182.06,,Washita,Buda,,Shelf - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,0.02,0.03,0.04,0.23,0.173913043,0.009,0.429,,200,1150,150,,,,,Core Laboratories,,Extracted
10090935,42493325720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.997708,-98.265758,Marathon,Kennedy Unit #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,405,,378,feet,405,,378,123.44,,115.21,46894720,,,,7124.5,7136.5,,feet,7124.5,,2171.55,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.55,0.06,11.78,0.32,36.8125,0.017,0.005,440,332,9,2,0.76,,,,Core Laboratories,,Extracted
10090935,42493325720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.997708,-98.265758,Marathon,Kennedy Unit #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,405,,378,feet,405,,378,123.44,,115.21,46894712,,,,7069.5,7081.5,,feet,7069.5,,2154.78,,Austin,Austin Chalk,,Shelf - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,1.11,0.03,3.67,0.18,20.38888889,0.009,0.008,438,331,16,3,0.72,0.83,2,,Core Laboratories,,Extracted
10090935,42493325720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.997708,-98.265758,Marathon,Kennedy Unit #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,405,,378,feet,405,,378,123.44,,115.21,46894723,,,,7145.5,7157.5,,feet,7145.5,,2177.95,,Eagle Ford,Eagle Ford Shale,,Shelf - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,0.3,0.05,0.87,0.18,4.833333333,0.014,0.054,440,290,60,17,0.76,,,,Core Laboratories,,Extracted
10090935,42493325720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.997708,-98.265758,Marathon,Kennedy Unit #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,405,,378,feet,405,,378,123.44,,115.21,46894713,,,,7077.5,7089.5,,feet,7077.5,,2157.22,,Eagle Ford,Eagle Ford Shale,,Shelf - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,0.67,0.03,0.22,0.21,1.047619048,0.009,0.12,,33,31,4,,,,,Core Laboratories,,Extracted
10090935,42493325720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.997708,-98.265758,Marathon,Kennedy Unit #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,405,,378,feet,405,,378,123.44,,115.21,46894726,,,,7151.5,7163,,feet,7151.5,,2179.78,,Eagle Ford,Eagle Ford Shale,,Shelf - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,4.27,0.08,17.22,0.26,66.23076923,0.022,0.005,441,403,6,2,0.78,,,,Core Laboratories,,Extracted
10090935,42493325720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.997708,-98.265758,Marathon,Kennedy Unit #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,405,,378,feet,405,,378,123.44,,115.21,46894716,,,,7100.5,7112.5,,feet,7100.5,,2164.23,,Eagle Ford,Eagle Ford Shale,,Shelf - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.23,0.04,10.88,0.2,54.4,0.011,0.004,443,337,6,1,0.81,,,,Core Laboratories,,Extracted
10090935,42493325720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.997708,-98.265758,Marathon,Kennedy Unit #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,405,,378,feet,405,,378,123.44,,115.21,46894721,,,,7131.5,7143.5,,feet,7131.5,,2173.68,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,0.96,0.09,2.32,0.29,8,0.026,0.037,438,242,30,9,0.72,,,,Core Laboratories,,Extracted
10029889,42479407050000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.861928,-99.78806,Swift,Fasken 'A' #1-H,,,Las Tiendas,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,624,feet,,,624,,,190.2,46834215,,,,9751.5,9761.25,,feet,9751.5,,2972.26,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,6.29,0.31,0.3,0.44,0.681818182,0.08,0.508,,5,7,5,,,,,Core Laboratories,,Extracted
10029889,42479407050000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.861928,-99.78806,Swift,Fasken 'A' #1-H,,,Las Tiendas,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,624,feet,,,624,,,190.2,46834214,,,,9723.5,9733.25,,feet,9723.5,,2963.72,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,5.56,0.47,0.57,0.34,1.676470588,0.122,0.452,,10,6,8,,,,,Core Laboratories,,Extracted
10029889,42479407050000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.861928,-99.78806,Swift,Fasken 'A' #1-H,,,Las Tiendas,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,624,feet,,,624,,,190.2,46834199,,,,9524.5,9533.4,,feet,9524.5,,2903.07,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,1.59,0.11,0.07,0.16,0.4375,0.031,0.611,,4,10,7,,,,,Core Laboratories,,Extracted
10029889,42479407050000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.861928,-99.78806,Swift,Fasken 'A' #1-H,,,Las Tiendas,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,624,feet,,,624,,,190.2,46830805,,,,9738.5,9748.25,,feet,9738.5,,2968.29,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,6.76,0.77,1.15,0.42,2.738095238,0.199,0.401,,17,6,11,,,,,Core Laboratories,,Extracted
10029889,42479407050000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.861928,-99.78806,Swift,Fasken 'A' #1-H,,,Las Tiendas,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,624,feet,,,624,,,190.2,46834207,,,,9624.5,9633.4,,feet,9624.5,,2933.55,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.88,0.21,0.16,0.28,0.571428571,0.059,0.568,,4,7,5,,,,,Core Laboratories,,Extracted
