Unique Private Well ID,Unique Well ID,Project,Project Code,Calibration Set Code,Well Latitude,Well Longitude,Operator Name,Well Name,Offshore Area,Offshore Block Number,Prospect,Basin,Country,State,County,Minimum Geologic Age,Maximum Geologic Age,KB Elevation,Water Depth,Ground Level,Water Depth/Ground Level Units,KB Elevation - Feet,Water Depth - Feet,Ground Level - Feet,KB Elevation - Meters,Water Depth - Meters,Ground Level - Meters,Unique Sample ID,Public Sample ID,Public Sample Canister ID,Depth,Depth Bottom,Depth Units,Sample Group,Sample Formation,Sample Member,Sample Depositional Environment,Sample Type,Sample Orientation,Sample Length,Sample Interval Length,Sample Diameter,Sample Size Units,Sample Weight Oven Dry,Sample Weight Humidity Dry,Sample Weight Air Dry,Sample Weight as Received,Sample Weight Units,Sample Bulk Volume,Sample Grain Volume,Sample Pore Volume,Sample Volume Units,CEC,CEC Units,Qv,Qv Units,Stress,Porosity,Porosity - Sidewall,Porosity - Whole Core,Permeability - Gas,Permeabiliy - Sidewall,Permeability - Klinkenberg Calculated,Permeability - Klinkenberg,Permeability - Gas Calculated,Permeability - Whole Core (Horizontal),Permeability - Whole Core (Rotated),Permeability - Whole Core (Vertical),Slippage Factor (B),Inertial Resistance Factor (Beta),Alpha,Grain Density,XRD Smectite,XRD Chlorite,XRD Illite,XRD Kaolinite,XRD Mixed-Layer,XRD Mixed-Layer Type,XRD Mixed-Layer Expandable Min,XRD Mixed-Layer Expandable Max,XRD Total Clay
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46805635,SM-GR5M-05C,,8501,8502,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,WLC,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807740,,,8458,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,50.3,0,49.7,REG I/S,20,25,7.4
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807741,,,8465,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,47.2,0,52.8,REG I/S,20,25,9.2
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807742,,,8472,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43.4,0,56.6,REG I/S,20,25,14
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807743,,,8479,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,42.9,0,57.1,REG I/S,20,25,10.9
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807744,,,8486,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,48.6,0,51.4,REG I/S,20,25,5.5
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807745,,,8493,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,45.7,0,54.3,REG I/S,20,25,10.6
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807746,,,8500,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,45.9,0,54.1,REG I/S,20,25,12.7
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807747,,,8507.5,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,47.4,0,52.6,REG I/S,20,25,12.1
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807748,,,8515,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,44.8,0,55.2,REG I/S,20,25,18.7
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807749,,,8523,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,41.9,0,58.1,REG I/S,20,25,12.4
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807750,,,8531,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,49.9,0,50.1,REG I/S,20,25,8.9
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807751,,,8538,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,0
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46811846,SM-GR5M-01,2288,8461,8462,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,WLC,,1,1,4,inches,,,5896,5914,gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46811847,SM-GR5M-02,2448,8471,8472,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,WLC,,1,1,4,inches,,,6259,6272,gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46811848,SM-GR5M-03,2336,8480,8481,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,WLC,,1,1,4,inches,,,6060,6048,gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46811849,SM-GR5M-04,2290,8491,8492,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,WLC,,1,1,4,inches,,,6068,6010,gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46811850,SM-GR5M-05,2295,8501,8502,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,WLC,,1,1,4,inches,,,6042,6052,gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46811851,SM-GR5M-06,2331,8510,8511,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,WLC,,1,1,4,inches,,,5917,5914,gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46811852,SM-GR5M-07,2325,8522,8523,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,WLC,,1,1,4,inches,,,6030,6032,gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46811853,SM-GR5M-08,2291,8530,8531,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,WLC,,1,1,4,inches,,,5797,5812,gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46811854,SM-GR5M-09,2187,8540,8541,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,WLC,,1,1,4,inches,,,5708,5722,gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46813080,,,8472,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,VERTICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46813081,,,8507.5,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,VERTICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46813082,,,8523,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,PLG,VERTICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46823056,,,8527.1,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20.6,12.1,0,67.3,REG I/S,20,25,28.4
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46830932,,,8461.5,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,WLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46830933,,,8501.5,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,WLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46830934,,,8522.5,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,WLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016195,42041317720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,30.542202,-96.183735,Anadarko,Allen Dansby #1 RE,,,Giddings,Gulf Coast,USA,Texas,Brazos,"Cretaceous, Late","Cretaceous, Late",254,,228,feet,254,,228,77.42,,69.49,46802703,,,11715.4,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12.1,16.2,18.7,53,REG I/S,20,25,45.1
10016195,42041317720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,30.542202,-96.183735,Anadarko,Allen Dansby #1 RE,,,Giddings,Gulf Coast,USA,Texas,Brazos,"Cretaceous, Late","Cretaceous, Late",254,,228,feet,254,,228,77.42,,69.49,46802704,,,11721.2,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16.8,21,16.9,45.3,REG I/S,20,25,36.5
10016195,42041317720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,30.542202,-96.183735,Anadarko,Allen Dansby #1 RE,,,Giddings,Gulf Coast,USA,Texas,Brazos,"Cretaceous, Late","Cretaceous, Late",254,,228,feet,254,,228,77.42,,69.49,46802705,,,11731.7,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.7,24.9,17.2,46.2,REG I/S,20,25,45.9
10016195,42041317720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,30.542202,-96.183735,Anadarko,Allen Dansby #1 RE,,,Giddings,Gulf Coast,USA,Texas,Brazos,"Cretaceous, Late","Cretaceous, Late",254,,228,feet,254,,228,77.42,,69.49,46802706,,,11740.3,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.5,23,17.5,50,REG I/S,20,25,50.9
10016195,42041317720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,30.542202,-96.183735,Anadarko,Allen Dansby #1 RE,,,Giddings,Gulf Coast,USA,Texas,Brazos,"Cretaceous, Late","Cretaceous, Late",254,,228,feet,254,,228,77.42,,69.49,46802707,,,11746.5,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8.3,26.3,19.8,45.6,REG I/S,20,25,38.2
10016195,42041317720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,30.542202,-96.183735,Anadarko,Allen Dansby #1 RE,,,Giddings,Gulf Coast,USA,Texas,Brazos,"Cretaceous, Late","Cretaceous, Late",254,,228,feet,254,,228,77.42,,69.49,46802708,,,11754.5,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8.6,20.3,29.1,42,REG I/S,20,25,49.7
10016195,42041317720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,30.542202,-96.183735,Anadarko,Allen Dansby #1 RE,,,Giddings,Gulf Coast,USA,Texas,Brazos,"Cretaceous, Late","Cretaceous, Late",254,,228,feet,254,,228,77.42,,69.49,46802709,,,11757.1,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8.1,25,21.6,45.3,REG I/S,20,25,36.7
10016195,42041317720000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,30.542202,-96.183735,Anadarko,Allen Dansby #1 RE,,,Giddings,Gulf Coast,USA,Texas,Brazos,"Cretaceous, Late","Cretaceous, Late",254,,228,feet,254,,228,77.42,,69.49,46802710,,,11776,,feet,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Unspecified,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8.1,24.9,17.8,49.2,REG I/S,20,25,37.1
