Unique Private Well ID,Unique Well ID,Project,Project Code,Calibration Set Code,Well Latitude,Well Longitude,Operator Name,Well Name,Offshore Area,Offshore Block Number,Prospect,Basin,Country,State,County,Minimum Geologic Age,Maximum Geologic Age,KB Elevation,Water Depth,Ground Level,Water Depth/Ground Level Units,KB Elevation - Feet,Water Depth - Feet,Ground Level - Feet,KB Elevation - Meters,Water Depth - Meters,Ground Level - Meters,Unique Sample ID,Sample Analytical Group,Public Sample ID,Public Sample Canister ID,Depth,Depth - Log Corrected,Depth Bottom,Depth Units,Depth - Feet,Depth Bottom - Feet,Depth - Meters,Depth Bottom - Meters,Sample Group,Sample Formation,Sample Member,Sample Depositional Environment,Sample Type,Sample Orientation,Sample Length,Sample Interval Length,Sample Diameter,Sample Size Units,Sample Weight Oven Dry,Sample Weight Humidity Dry,Sample Weight Air Dry,Sample Weight as Received,Sample Weight Units,Sample Bulk Volume,Sample Grain Volume,Sample Pore Volume,Sample Volume Units,CSG - Total (API Units),"CSG - Total, Uranium Free (API Units)",CSG - Uranium (API Units),CSG - Uranium (ppm),CSG - Thorium (API Units),CSG - Thorium (ppm),CSG - Potassium (API Units),CSG - Potassium (percent),CSG - Uranium Normalized,CSG - Thorium Normalized,CSG - Potassium Normalized,Desorption Bath Temperature,Desorption Bath Temperature Units,Estimated Bulk Density (gm/cm^3),Gas Desorbed - First Hour (cm^3),Gas Desorbed - Terminal (cm^3),Gas Desorbed - Terminal Collection Time (hrs),"Lost Gas (USBM Method), Volume (percent)","Lost Gas (USBM Method), Content (scf/ton)","Measured Gas, Volume (percent)","Measured Gas, Content (scf/ton)","Crushed Gas, Volume (percent)","Crushed Gas, Content (scf/ton)","Total, content (scf/ton)",Apparent Diffusivity (sec^-1),Apparent Sorption Time (hours),"Calorific Value, Dry (Btu/ft^3)","Calorific Value, Saturated (Btu/ft^3)","Apparent Sorbed Gas Composition C1 (mole percent, adjusted for air)","Apparent Sorbed Gas Composition C2 (mole percent, adjusted for air)","Apparent Sorbed Gas Composition C3 (mole percent, adjusted for air)","Apparent Sorbed Gas Composition CO2 (mole percent, adjusted for air)","Apparent Sorbed Gas Composition Total (mole percent, adjusted for air)",Methane Langmuir Parameter - Slope,Methane Langmuir Parameter - Intercept,Methane Langmuir Parameter - R2,Methane Langmuir Parameter Variation - Intercept (psi*ton/scf),Methane Langmuir Parameter Variation - Slope (ton/scf),Methane Langmuir Parameter Variation GsL (scf/ton),Methane Langmuir Parameter Variation PL (psia),Methane Langmuir Parameter - Langmuir Volume (scf/ton),Methane Langmuir Parameter - Langmuir Pressure (psia),Methane Langmuir Parameter - Pressure (Midpoint) (psia),Methane Langmuir Parameter - Storage Capacity (scf/ton),Methane Langmuir Parameter - Gibbs Corrected Langmuir Volume (scf/ton),Methane Langmuir Parameter - Gibbs Corrected Langmuir Pressure (psia),Methane Langmuir Parameter - Gibbs Corrected Storage Capacity (scf/ton),Methane Langmuir Parameter - Adsorbed Gas Density (gm/cm^3),Ethane Langmuir Parameter - Slope,Ethane Langmuir Parameter - Intercept,Ethane Langmuir Parameter - R2,Ethane Langmuir Parameter Variation - Intercept (psi*ton/scf),Ethane Langmuir Parameter Variation - Slope (ton/scf),Ethane Langmuir Parameter Variation GsL (scf/ton),Ethane Langmuir Parameter Variation PL (psia),Ethane Langmuir Parameter - Langmuir Volume (scf/ton),Ethane Langmuir Parameter - Langmuir Pressure (psia),Ethane Langmuir Parameter - Pressure (Midpoint) (psia),Ethane Langmuir Parameter - Storage Capacity (scf/ton),Nitrogen Langmuir Parameter - Slope,Nitrogen Langmuir Parameter - Intercept,Nitrogen Langmuir Parameter - R2,Nitrogen Langmuir Parameter Variation - Intercept (psi*ton/scf),Nitrogen Langmuir Parameter Variation - Slope (ton/scf),Nitrogen Langmuir Parameter Variation GsL (scf/ton),Nitrogen Langmuir Parameter Variation PL (psia),Nitrogen Langmuir Parameter - Langmuir Volume (scf/ton),Nitrogen Langmuir Parameter - Langmuir Pressure (psia),Nitrogen Langmuir Parameter - Pressure (Midpoint) (psia),Nitrogen Langmuir Parameter - Storage Capacity (scf/ton),Mixture Langmuir Parameter - Slope,Mixture Langmuir Parameter - Intercept,Mixture Langmuir Parameter - R2,Mixture Langmuir Parameter - Langmuir Volume (scf/ton),Mixture Langmuir Parameter - Langmuir Pressure (psia),Mixture Langmuir Parameter - Pressure (Midpoint) (psia),Mixture Langmuir Parameter - Storage Capacity (scf/ton),QRP Water Saturation (percent),QRP Total Porosity (percent),QRP Pore Volume (cm^3) - Fluid (NMR),QRP Pore Volume (cm^3) - Gas (He),QRP Pore Volume (cm^3) - Total,GSC Combustible Gas Content,GSC Gas Filled Porosity (percent),GSC Bulk Density (gm/cm^3),GSC Permeability NCS (psi),GSC Permeability Fresh-State Pulse-Decay Permeability (Keg) (md),"Porosity - Total (percent, 800 psi NCS)","Permeability - Klinkenberg (md, 800 psi NCS)",Grain Density (gm/cm^3),"Porosity - Total (percent at NCS, as received samples)","Permeability - Klinkenberg (md at NCS, as received samples)","NCS (psi, as received samples)","Porosity - Total (percent at NCS, dried samples)","Permeability - Klinkenberg (md at NCS, dried samples)","NCS (psi, dried samples)",Sample drying method,GRI Oil Density Used for Calculations (gm/cm^3),GRI Matrix Permeability (md),GRI Matrix Permeability - Absolute (md),GRI Bulk Density (gm/cm^3),GRI Grain Density (gm/cm^3),GRI Total Porosity (percent),GRI Gas Filled Porosity (percent),GRI Hydrocarbon Filled Porosity (percent),GRI Water Filled Porosity (percent),GRI Saturations - Sg (percent),GRI Saturations - So (percent Vp),GRI Saturations - So (percent Vb),GRI Saturations - Sw (percent),GRI Saturations - OBM Filtrate (percent),GRI Saturations Total,GRI Critical Gas Saturation (percent),GRI Critical Wetting Phase Saturation (percent),GRI Corey Type Parameter,GRI Matrix Permeability - Dry Gas Basis (md),GRI Data Source,TRA Saturations - Gas,TRA Saturations - Oil,TRA Saturations - Water,TRA Saturations - Bound Hydrocarbon,TRA Saturations - Bound Clay Water,TRA Saturations - Units,TRA Porosity,TRA Porosity - Gas Filled,TRA Porosity - Units,TRA Permeability - Pressure Decay,TRA Permeability - Units,TRA Density - Dry Grain,TRA Density - Grain,TRA Density - Bulk,TRA Density - Units,TRA Data Source,XRD Bulk Rock Quartz (weight percent),XRD Bulk Rock K-Feldspar (weight percent),XRD Bulk Rock Plagioclase (weight percent),XRD Bulk Rock Calcite (weight percent),XRD Bulk Rock Dolomite (weight percent),XRD Bulk Rock Siderite (weight percent),XRD Bulk Rock Pyrite (weight percent),XRD Bulk Rock Marcasite (weight percent),XRD Bulk Rock Fluorapatite (weight percent),XRD Bulk Rock Gypsum (weight percent),XRD Bulk Rock Sphalerite (weight percent),XRD Bulk Rock Barite (weight percent),XRD Bulk Rock Other (weight percent),XRD Bulk Rock Total Clay (weight percent),XRD Clay Fraction Kaolinite (weight percent),XRD Clay Fraction Illite (weight percent),XRD Clay Fraction Chlorite (weight percent),XRD Clay Fraction Smectite (weight percent),XRD Clay Fraction Mixed-Layer (weight percent),XRD Clay Fraction Mixed-Layer Type,XRD Clay Fraction Mixed-Layer Expanable Clay (percent) - Minimum,XRD Clay Fraction Mixed-Layer Expanable Clay (percent) - Maximum,XRD Bulk Rock Quartz (volume percent),XRD Bulk Rock K-Feldspar (volume percent),XRD Bulk Rock Plagioclase (volume percent),XRD Bulk Rock Calcite (volume percent),XRD Bulk Rock Dolomite (volume percent),XRD Bulk Rock Siderite (volume percent),XRD Bulk Rock Pyrite (volume percent),XRD Bulk Rock Marcasite (volume percent),XRD Bulk Rock Fluorapatite (volume percent),XRD Bulk Rock Gypsum (volume percent),XRD Bulk Rock Sphalerite (volume percent),XRD Bulk Rock Barite (volume percent),XRD Bulk Rock Other (volume percent),XRD Bulk Rock Vclay (volume percent),XRD Bulk Rock Kerogen (volume percent),"XRD CEC fixed, calculated","XRD Qv, calculated","XRD Clay-Bound Water, calculated",XRD Calculated Grain Density (gm/cm^3),Static Confining Stress (psi),Static Compressive Strength (10^3 psi),Static Youngs Modulus (10^6 psi),Static Poissons Ratio,Confining Stress 1 - Confining Stress (psi),Confining Stress 1 - Compressive Strength (10^3 psi),Confining Stress 2 - Confining Stress (psi),Confining Stress 2 - Compressive Strength (10^3 psi),Confining Stress 3 - Confining Stress (psi),Confining Stress 3 - Compressive Strength (10^3 psi),Confining Stress 4 - Confining Stress (psi),Confining Stress 4 - Compressive Strength (10^3 psi),Mohr-Coulomb - Slope s1 vx s3,Mohr-Coulomb - UCS (psi),Mohr-Coulomb - Linear Cohesion (psi),Mohr-Coulomb - Angle of Internal Friction (deg),Mohr-Coulomb - Coefficient Internal Friction,Axial Pressure (psi) - Reservoir NCS,Bulk Density (g/cm^3) - Reservoir NCS,Velocity - Vp (ft/sec) - Reservoir NCS,Velocity - Vs (ft/sec) - Reservoir NCS,Poissons Ratio - Reservoir NCS,Dynamic Moduli x 10^6 psi - Bulk (K) - Reservoir NCS,Dynamic Moduli x 10^6 psi - Youngs (E) - Reservoir NCS,Dynamic Moduli x 10^6 psi - Shear (G) - Reservoir NCS,Axial Pressure (psi) - High Axial Pressure,Velocity - Vp (ft/sec) - High Axial Pressure,Velocity - Vs (ft/sec) - High Axial Pressure,Poissons Ratio - High Axial Pressure,Dynamic Moduli x 10^6 psi - Bulk (K) - High Axial Pressure,Dynamic Moduli x 10^6 psi - Youngs (E) - High Axial Pressure,Dynamic Moduli x 10^6 psi - Shear (G) - High Axial Pressure,Proppant Embedment (20/40 Econoprop) At 10000 psi (mm),Leco TOC (wt percent),"Leco TOC, Isotherm Sample (wt percent)",Hydrocarbon - S1 (mg/g),Hydrocarbon - S2 (mg/g),CO2 - S3 (mg/g),S2/S3 Ratio,RTI (percent Vbo),Production Index,Tmax (degrees C),H Index,O2 Index,Normalized Oil Content,Ro Calculated (percent),Ro Measured (percent),Ro Measurements,Ro Confidence,TOC Sample State (non isotherm sample),TOC Data Source (non isotherm sample),TOC Instrument Type (non isotherm sample),Amorphinite - White Light - Content,Amorphinite - UV Fluorescence - Content,Amorphinite - UV Fluorescence - Color,Algae - UV Fluorescence - Content,Algae - UV Fluorescence - Color,Spores - UV Fluorescence - Content,Spores - UV Fluorescence - Color,Other - UV Fluorescence - Form,Other - UV Fluorescence - Content,Other - UV Fluorescence - Color,Bitumen,Phytoclasts Composition - Liptinite - Content,Phytoclasts Composition (percent) - Liptinite - Algae,Phytoclasts Composition (percent) - Liptinite -Spores,Phytoclasts Composition (percent) - Liptinite - Cuticle,Phytoclasts Composition (percent) - Liptinite - Resin,Phytoclasts Composition (percent) - Vitr,Phytoclasts - Inert Reworked,Isotopes - Del 13C Methane,Isotopes - Del D Methane
10292204,42127337520000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.20476,-99.615217,Shell,Piloncillo A 1H,,,Briscoe Ranch,Gulf Coast,USA,Texas,Dimmit,,,662,,640,feet,662,,640,201.78,,195.07,46927505,,,,8377.5,8395,,feet,8377.5,,2553.46,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,35.727,,4.304,0.538,3.496,0.874,3.6,0.225,0.3775,0.3067,0.3158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,1.43,1.51,0.3,5.033333333,,0.486,432,84,17,80,0.62,,,,Whole Rock,Weatherford International,,,,,,,,,,,,,,,,,,,,,
10292204,42127337520000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.20476,-99.615217,Shell,Piloncillo A 1H,,,Briscoe Ranch,Gulf Coast,USA,Texas,Dimmit,,,662,,640,feet,662,,640,201.78,,195.07,46927506,,,,8380.6,8397.6,,feet,8380.6,,2554.41,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,45.517,,8.936,1.117,4.9,1.225,3.216,0.201,0.524,0.2874,0.1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,1.32,1.57,0.34,4.617647059,,0.457,426,99,21,83,0.51,,,,Whole Rock,Weatherford International,,,,,,,,,,,,,,,,,,,,,
10157829,42127337520000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.20476,-99.615217,Shell,Piloncillo A 1H (non-JIP),,,Briscoe Ranch,Gulf Coast,USA,Texas,Dimmit,,,662,,640,feet,662,,640,201.78,,195.07,46927669,,,,8543.35,8559.85,,feet,8543.35,,2604.01,,,,,,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,0.56,0.78,0.29,2.689655172,,0.418,441,867,322,622,0.78,,,,Whole Rock,Weatherford International,,,,,,,,,,,,,,,,,,,,,
10157829,42127337520000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.20476,-99.615217,Shell,Piloncillo A 1H (non-JIP),,,Briscoe Ranch,Gulf Coast,USA,Texas,Dimmit,,,662,,640,feet,662,,640,201.78,,195.07,46927670,,,,8546.35,8562.85,,feet,8546.35,,2604.93,,,,,,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,0.56,0.69,0.26,2.653846154,,0.448,445,314,118,255,0.85,,,,Whole Rock,Weatherford International,,,,,,,,,,,,,,,,,,,,,
10157829,42127337520000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.20476,-99.615217,Shell,Piloncillo A 1H (non-JIP),,,Briscoe Ranch,Gulf Coast,USA,Texas,Dimmit,,,662,,640,feet,662,,640,201.78,,195.07,46927671,,,,8548.35,8564.85,,feet,8548.35,,2605.54,,,,,,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.76,0.88,0.25,3.52,,0.463,437,440,125,380,0.71,,,,Whole Rock,Weatherford International,,,,,,,,,,,,,,,,,,,,,
10157829,42127337520000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.20476,-99.615217,Shell,Piloncillo A 1H (non-JIP),,,Briscoe Ranch,Gulf Coast,USA,Texas,Dimmit,,,662,,640,feet,662,,640,201.78,,195.07,46927672,,,,8550.8,8567.3,,feet,8550.8,,2606.28,,,,,,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,1.24,1.21,0.31,3.903225806,,0.506,442,390,100,400,0.8,,,,Whole Rock,Weatherford International,,,,,,,,,,,,,,,,,,,,,
10157829,42127337520000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.20476,-99.615217,Shell,Piloncillo A 1H (non-JIP),,,Briscoe Ranch,Gulf Coast,USA,Texas,Dimmit,,,662,,640,feet,662,,640,201.78,,195.07,46927673,,,,8552.55,8569.05,,feet,8552.55,,2606.82,,,,,,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,0.54,0.74,0.31,2.387096774,,0.422,430,493,207,360,0.58,,,,Whole Rock,Weatherford International,,,,,,,,,,,,,,,,,,,,,
10157829,42127337520000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.20476,-99.615217,Shell,Piloncillo A 1H (non-JIP),,,Briscoe Ranch,Gulf Coast,USA,Texas,Dimmit,,,662,,640,feet,662,,640,201.78,,195.07,46927674,,,,8555.65,8572.15,,feet,8555.65,,2607.76,,,,,,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,0.39,0.72,0.26,2.769230769,,0.351,433,450,163,244,0.63,,,,Whole Rock,Weatherford International,,,,,,,,,,,,,,,,,,,,,
10157829,42127337520000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.20476,-99.615217,Shell,Piloncillo A 1H (non-JIP),,,Briscoe Ranch,Gulf Coast,USA,Texas,Dimmit,,,662,,640,feet,662,,640,201.78,,195.07,46927675,,,,8557.45,8573.95,,feet,8557.45,,2608.31,,,,,,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,0.3,0.56,0.23,2.434782609,,0.349,434,400,164,214,0.65,,,,Whole Rock,Weatherford International,,,,,,,,,,,,,,,,,,,,,
10155886,42493325890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.219372,-97.861756,Marathon,Wehmeyer #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,448,,426,feet,448,,426,136.55,,129.84,46897794,,,,6142.5,6168.25,,feet,6142.5,,1872.23,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,5.36E-10,0.00000883,2.515,2.601,5.12,0.288768,1.45152,3.66848,5.64,22.71,,71.65,0,100,,,,,Core Laboratories,,,,,,,,,,,,,,,,,11.5,0.5,1.4,67.3,0.3,0,4.4,1.9,0,0,0,0,0,12.7,21.2,28.7,8.9,0,41.2,REG I/S,20,25,10.6,0.5,1.3,60.3,0.2,0,2.1,1,0,0,0,0,0,11.5,12.5,3.46,1.67,2.88,2.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,,5.42,22.13,0.3,73.76666667,1.515,0.197,436,389,5,95,0.69,,,,Whole Rock,Core Laboratories,,,,,,,,,,,,,,,,,,,,,
10155886,42493325890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.219372,-97.861756,Marathon,Wehmeyer #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,448,,426,feet,448,,426,136.55,,129.84,46897792,,,,6131,6156.75,,feet,6131,,1868.73,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,6.37E-08,0.0000157,2.516,2.681,8.29,2.311252,4.17816,4.11184,27.88,22.52,,49.6,0,100,,,,,Core Laboratories,,,,,,,,,,,,,,,,,11.8,1.1,1,69.4,0.5,0,2.9,2,0,0,0,0,0,11.5,2.9,35.2,0.8,0,61,REG I/S,20,25,11.6,1.1,0.9,66.3,0.5,0,1.5,1,0,0,0,0,0,11.2,5.9,4.21,1.25,3.49,2.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,,3.5,10.4,0.48,21.66666667,0.978,0.252,438,398,18,134,0.72,0.64,3,,Whole Rock,Core Laboratories,,,,,,,,,,,,,,,,,,,,,
10155886,42493325890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.219372,-97.861756,Marathon,Wehmeyer #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,448,,426,feet,448,,426,136.55,,129.84,46897793,,,,6137,6162.75,,feet,6137,,1870.56,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.05E-10,0.000102,2.493,2.631,7.97,0.33474,2.944915,5.025085,4.2,32.75,,63.05,0,100,,,,,Core Laboratories,,,,,,,,,,,,,,,,,12.4,1.8,2.6,54.9,0.6,0,3.6,3.4,0,0,0,0,0,20.8,20.4,31.5,5.4,0,42.8,REG I/S,20,25,11.5,1.7,2.5,49.7,0.5,0,1.7,1.7,0,0,0,0,0,19.2,11.5,5.93,1.8,4.85,2.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22,,3.45,20.2,0.46,43.91304348,0.956,0.146,440,387,9,66,0.76,,,,Whole Rock,Core Laboratories,,,,,,,,,,,,,,,,,,,,,
10155886,42493325890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.219372,-97.861756,Marathon,Wehmeyer #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,448,,426,feet,448,,426,136.55,,129.84,46897795,,,,6147.5,6172.75,,feet,6147.5,,1873.76,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.000000258,0.0000835,2.408,2.602,10.01,2.603601,6.672666,3.337334,26.01,40.65,,33.34,0,100,,,,,Core Laboratories,,,,,,,,,,,,,,,,,8.2,0.5,1,59.4,0.3,0,8.6,2.4,0,0,0,0,0,19.6,46.7,22.5,0,0,30.8,REG I/S,20,25,7.4,0.5,0.9,52.5,0.3,0,4.1,1.2,0,0,0,0,0,18,15.2,4.34,1.01,3.43,2.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93,,5,25.03,0.63,39.73015873,1.338,0.167,436,361,9,72,0.69,0.57,5,,Whole Rock,Core Laboratories,,,,,,,,,,,,,,,,,,,,,
10155886,42493325890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.219372,-97.861756,Marathon,Wehmeyer #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,448,,426,feet,448,,426,136.55,,129.84,46897796,,,,6154.5,6180.25,,feet,6154.5,,1875.89,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.46E-10,0.0000242,2.555,2.673,6.33,0.56337,3.909408,2.420592,8.9,52.86,,38.24,0,100,,,,,Core Laboratories,,,,,,,,,,,,,,,,,28.2,0,0.7,60.4,0.7,0,3.3,1.4,0,0,0,0,0,5.3,60.2,39.8,0,0,0,,,,26,0,0.6,54.6,0.6,0,1.6,0.7,0,0,0,0,0,4.9,10.9,0.7,0.28,0.59,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,,5.32,22.4,0.32,70,1.51,0.192,436,450,6,107,0.69,,,,Whole Rock,Core Laboratories,,,,,,,,,,,,,,,,,,,,,
10155886,42493325890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.219372,-97.861756,Marathon,Wehmeyer #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,,,448,,426,feet,448,,426,136.55,,129.84,46897797,,,,6158.5,6183.75,,feet,6158.5,,1877.11,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,6.17E-08,0.0000517,2.492,2.648,7.88,1.71784,6.308728,1.571272,21.8,58.26,,19.94,0,100,,,,,Core Laboratories,,,,,,,,,,,,,,,,,16.8,0,0.6,60.3,0,0,5.4,1.4,0,0,0,0,0,14.3,56.5,18.1,0,0,25.4,REG I/S,20,25,15.3,0,0.5,53.8,0,0,2.6,0.7,0,0,0,0,0,13.1,12.9,2.74,0.85,2.25,2.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,5.74,25.29,0.29,87.20689655,1.589,0.185,436,429,5,97,0.69,,,,Whole Rock,Core Laboratories,,,,,,,,,,,,,,,,,,,,,
