Entity,Source,Entity Type,Primary Product,Lease Name,Well Number,API,Regulatory API,1st Mo - Oil,1st Mo - Gas,1st Mo - Water,Max IP - Oil,Max IP - Gas,Max IP - Water,Max IP - Date - Oil,Max IP - Date - Gas,Max IP - Date - Water,2nd Mo - Oil,2nd Mo - Gas,2nd Mo - Water,2nd/3rd Mo - Oil,2nd/3rd Mo - Gas,2nd/3rd Mo - Water,2nd/3rd Mo - Num of Mos,2nd-4th Mo - Oil,2nd-4th Mo - Gas,2nd-4th Mo - Water,2nd-4th Mo - Num of Mos,Norm 6 mos - Oil,Norm 6 mos - Gas,Norm 6 mos - Water,Norm 6 mos - Num of Mos,Norm 1 yr - Oil,Norm 1 yr - Gas,Norm 1 yr - Water,Norm 1 yr - Num of Mos,Norm 2 yr - Oil,Norm 2 yr - Gas,Norm 2 yr - Water,Norm 2 yr - Num of Mos,Cum Oil,Cum Gas,Last 12 Month Oil,Last 12 Month Gas
242020268665,PI,WELL,G,HOPE 01,02H,42123326660000,268665,984,6216,,,,,,,,23110,96557,,44820,203426,,2,65545,305150,,3,114603,545599,,6,172860,833730,,10,172860,833730,,10,173844,839946,173844,839946
242020268666,PI,WELL,G,DWORACZYK 01,04H,42123326540000,268666,32557,122634,,,3234,24,,2012-06-04,2012-06-04,32029,125089,,60161,243701,,2,83605,354330,,3,146497,657602,,6,234572,1088456,,11,234572,1088456,,11,267129,1211090,267129,1211090
242020268667,PI,WELL,G,STRAUBE 01,02H,42123327700000,268667,9781,94674,,,4315,50,,2012-08-14,2012-08-14,13749,135960,,25854,257853,,2,36143,363654,,3,60722,618245,,6,78445,805549,,9,78445,805549,,9,88226,900223,88226,900223
242020P41172,PI,WELL,G,KELLEY MYRA 05 01H,0501H,42123323640000,,,28097,,,,,,,,356,91235,,828,114905,,2,828,114905,,3,2431,265343,,6,4318,417191,,12,6573,558318,,23,6573,586415,2471,160320
142020P53821MULTIWELL01,PI,ALLOCATED,O,BEDNORZ A 1H,MULTI,42123327610000,,15030,27932,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,15030,27932,15030,27932
142020P54482MULTIWELL01,PI,ALLOCATED,O,MATADOR COWEY ORCA 1H,MULTI,42123329210000,,9854,70630,,,,,,,,14620,112456,,28343,228519,,2,42696,341268,,3,42697,341268,,4,42697,341268,,4,42697,341268,,4,52551,411898,52551,411898
142020P56904MULTIWELL01,PI,ALLOCATED,O,HENDERSON 5H,MULTI,42123328340000,,13490,105722,,,,,,,,15716,115515,,15716,115515,,1,15716,115515,,1,15716,115515,,1,15716,115515,,1,15716,115515,,1,29206,221237,29206,221237
142020P56905MULTIWELL01,PI,ALLOCATED,O,HENDERSON 6H,MULTI,42123328350000,,12241,88250,,,,,,,,19167,124945,,19167,124945,,1,19167,124945,,1,19167,124945,,1,19167,124945,,1,19167,124945,,1,31408,213195,31408,213195
142020P56906MULTIWELL01,PI,ALLOCATED,O,HENDERSON 7H,MULTI,42123328360000,,15492,108871,,,,,,,,20319,127024,,20319,127024,,1,20319,127024,,1,20319,127024,,1,20319,127024,,1,20319,127024,,1,35811,235895,35811,235895
142020P58068MULTIWELL01,PI,ALLOCATED,O,PEEBLES A 2H,MULTI,42123328010000,,10144,36777,,,,,,,,17297,79300,,33576,149221,,2,33576,149221,,2,33576,149221,,2,33576,149221,,2,33576,149221,,2,43720,185998,43720,185998
142020P58069MULTIWELL01,PI,ALLOCATED,O,RUCKMAN RANCH UNIT 5,MULTI,42123328890000,,478,887,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,478,887,478,887
142020P58070MULTIWELL01,PI,ALLOCATED,O,HENDERSON 8H,MULTI,42123329130000,,17519,131747,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,17519,131747,17519,131747
142020P58071MULTIWELL01,PI,ALLOCATED,O,HENDERSON 9H,MULTI,42123329140000,,17642,135945,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,17642,135945,17642,135945
142020P58075MULTIWELL01,PI,ALLOCATED,O,WYCHE 1H,MULTI,42123330030000,,16071,78572,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,16071,78572,16071,78572
242010261085,PI,WELL,G,BROWN TRUST UNIT 1,1H,42283326050000,261085,1098,64020,,,6821,149,,2011-09-02,2011-09-02,2117,178835,3906,3922,340167,7429,2,5857,473731,10346,3,11634,897562,19603,6,17797,1409686,23351,12,23645,1790212,24884,20,24743,1854232,9580,692952
242010261086,PI,WELL,G,BROWN-TRUSTS,6H,42283326210000,261086,1624,57054,,,5474,124,,2011-09-11,2011-09-11,4810,140353,3179,9767,265587,6016,2,13694,364236,8250,3,22219,633414,14346,6,31084,929541,16908,12,38900,1181124,17922,20,40524,1238178,13327,436235
242010261087,PI,WELL,G,JCM JR MINERALS,1H,42283323010000,261087,41,,,,,,,,,0,,,1017,18194,763,2,4314,100209,4203,3,8014,263146,11036,6,10936,417880,17527,12,13139,552801,20303,24,13650,595922,1416,106425
242010261253,PI,WELL,G,STS,9H,42283323160000,261253,,6808,,,4656,111,,2011-07-23,2011-07-23,5849,135865,3239,12734,281910,6721,2,20073,429124,10231,3,40684,885388,21109,6,76584,1824712,32553,12,108155,2829000,37590,22,108155,2835808,42047,1316991
242010261260,PI,WELL,G,PIELOP COOKE UNIT 2,1H,42283324290000,261260,1556,40707,,,4301,211,,2011-08-02,2011-08-02,3768,99093,4862,8775,260001,12756,2,14247,427367,20967,3,27214,888079,43569,6,42858,1529996,52466,12,58734,2147085,54262,21,60290,2187792,22397,898154
242010261321,PI,WELL,G,STS B,6H,42283326520000,261321,9749,46924,5339,,1749,199,,2011-10-21,2011-10-21,11082,54021,6147,23270,115358,13126,2,33026,162020,18435,3,58645,295897,25844,6,87521,481814,29868,12,97366,542450,30205,18,107115,589374,38721,246553
242010261323,PI,WELL,G,CRAFT,1H,42283326570000,261323,75,88368,1571,,4163,74,,2011-10-20,2011-10-20,,85952,1528,,168231,2991,2,,237151,4216,3,,441644,6598,6,,659023,8164,12,,786381,8882,18,75,874749,,344737
242010261330,PI,WELL,G,BRISCOE COCHINA STATE UNIT B,1H,42283323310000,261330,1473,2415,,,541,61,,2011-11-01,2011-11-01,4943,12091,0,7781,18603,0,2,14432,37602,0,3,22846,67876,0,6,36535,134768,1697,12,56384,205560,5686,24,62687,228118,17652,61601
242010261421,PI,WELL,G,LIZANA,B1H,42283323750000,261421,6621,15885,,,,,,,,4676,12319,,6711,17697,,2,6711,17697,,2,6711,17697,,2,6711,17697,,2,6711,17697,,2,13332,33582,13332,33582
242010261439,PI,WELL,G,APPLING 698 GU,5H,42283323480100,261439,,127561,4901,,6221,239,,2011-03-18,2011-03-18,149,147901,5682,167,267450,10275,2,223,375747,14436,3,377,631213,24251,6,546,964706,35469,12,699,1385209,37853,24,728,1565630,134,385006
242010261833,PI,WELL,G,SNOWDEN EF,1H,42283326510000,261833,1696,,,,2439,724,,2011-09-30,2011-09-30,5074,41120,12206,8978,81554,24208,2,11533,115847,34388,3,15716,186929,51422,6,20477,308584,52729,12,23341,406026,54435,19,25037,406026,6632,199419
242010262592,PI,WELL,G,MUMME RANCH,20H,42283322820000,262592,12330,46868,,,1127,63,,2011-04-20,2011-04-20,7025,34552,1931,13261,67044,3747,2,18177,90301,5047,3,29771,141022,7883,6,46793,203356,11368,12,68243,289054,49278,24,83358,351730,19561,82933
242010262866,PI,WELL,G,STS,1H,42283322600000,262866,3319,21299,,,2933,552,,2010-11-15,2010-11-15,2029,2420,455,4072,2420,455,2,5945,2420,455,3,13625,40266,7577,6,22898,98776,18588,12,32668,148999,24265,24,37114,178645,8603,50191
242010263063,PI,WELL,G,PEEBLES UNIT 1,1H,42283326430000,263063,8655,45980,8782,,1576,301,,2011-11-14,2011-11-14,11928,67883,12965,22550,133701,25536,2,32078,191260,36529,3,49786,322295,61556,6,65782,448400,77805,12,73378,516759,78700,17,82033,562739,28579,232831
242010263064,PI,WELL,G,WILLIE RANCH,3H,42283327130000,263064,,19632,2171,,3256,360,,2011-10-30,2011-10-30,,107193,11852,,245623,27158,2,,393663,43527,3,,701940,77613,6,,1153378,127529,12,,1401836,127529,18,0,1421468,,699896
242010263150,PI,WELL,G,AFFLECK,1H,42283323660000,263150,1564,9724,2669,,5247,1440,,2011-02-24,2011-02-24,1130,13554,3720,3121,42356,11624,2,4228,64415,17678,3,6234,126637,34754,6,8089,213027,58463,12,9696,282762,62829,20,11260,292486,2669,120322
242010263275,PI,WELL,G,WOLF A,2H,42283323360000,263275,2937,11507,52981,,331,1524,,2011-07-06,2011-07-06,1995,11246,51779,4915,25543,117606,2,9003,50298,231584,3,13204,77186,355383,6,20771,137842,634658,12,29052,230274,639082,22,31989,241781,9846,107520
242010263302,PI,WELL,G,WOLF A,1H,42283323530000,263302,1018,10329,10308,,979,977,,2011-07-07,2011-07-07,387,4651,4642,2294,15365,15334,2,5589,40031,39950,3,9042,68221,68082,6,14304,116068,115832,12,20169,169938,116788,22,21187,180267,6537,60621
242010263658,PI,WELL,G,MARTIN FAMILY,1H,42283322280000,263658,43,70117,2922,,5352,223,,2011-05-24,2011-05-24,119,66427,2768,230,150357,6265,2,320,217897,9079,3,554,366738,15281,6,688,539272,22471,12,1642,727527,24877,24,1685,797644,954,188255
242010264016,PI,WELL,G,BROWN TRUSTS UNIT 3,1H,42283327120000,264016,1062,104150,4247,,5125,209,,2011-10-14,2011-10-14,2432,155266,6332,5283,352022,14356,2,7901,538761,21971,3,13660,975591,39785,6,20125,1625567,62968,12,26962,2053411,64105,18,28024,2157561,13302,1077820
242010264019,PI,WELL,G,WK UNIT 10,1H,42283327070000,264019,4600,42474,,,2040,15,,2012-02-03,2012-02-03,6014,62546,460,16772,204624,1504,2,25457,326477,2400,3,44734,616647,4533,6,65916,957020,14312,12,73124,1083468,17265,15,77724,1125942,47667,756991
242010264170,PI,WELL,G,ALDERMAN RANCH EF,2H,42283327620000,264170,2019,26336,3545,,3165,426,,2011-11-26,2011-11-26,5510,77561,10440,8950,140881,18963,2,11884,195671,26338,3,18011,332017,44690,6,22589,470857,61032,12,24385,547414,61417,18,26404,573750,6374,215397
242010264331,PI,WELL,G,CHALOS MINERALS,2H,42283327350000,264331,,2004,,,4184,368,,2011-12-08,2011-12-08,,109607,9640,,228412,20089,2,,318420,28005,3,,504646,44383,6,,524356,46117,12,,524356,46117,12,0,526360,,524356
242010264428,PI,WELL,G,PEEBLES UNIT 2,1H,42283328140000,264428,6187,18325,1216,,3014,200,,2011-12-22,2011-12-22,12559,97419,6465,22869,193758,12858,2,32595,286392,19005,3,58779,554017,36764,6,86635,938541,51186,12,96731,1084017,53038,16,102918,1102342,54439,695690
242010265078,PI,WELL,G,STS A KLAUSS-STATE GAS UNIT 1,1H,42283326840000,265078,,120347,3513,,6063,177,,2011-11-13,2011-11-13,,174401,5091,,352926,10302,2,,481671,14060,3,,732543,21383,6,,962698,28101,12,9,1064559,30513,17,9,1184906,9,397218
242010265123,PI,WELL,G,ROBERT GUTIERREZ,2H,42283326990000,265123,,109615,,,6142,55,,2012-02-02,2012-02-02,,161734,1448,,332775,2979,2,,456726,4088,3,,1037381,9285,6,,1841690,16484,12,,2120511,18199,15,0,2230126,,1663785
242010265231,PI,WELL,G,STS,2H,42283327780000,265231,6182,28176,,,2251,157,,2012-04-26,2012-04-26,8576,40315,,11731,57630,1208,2,16438,84103,3054,3,24392,131241,6341,6,34100,180464,9774,12,37486,205730,10968,15,43668,233906,21048,121627
242010265593,PI,WELL,G,VESTER A UNIT,10H,42283326690000,265593,2517,18057,,,543,413,,2012-05-01,2012-05-01,265,844,,523,1675,,2,5289,28945,20741,3,12351,85905,64065,6,19301,162059,121987,12,21958,185044,138479,15,24475,203101,16669,156099
242010265595,PI,WELL,G,VESTER B UNIT,11H,42283326700000,265595,2809,18694,,,632,148,,2012-05-01,2012-05-01,279,862,,591,1885,,2,5934,43512,9748,3,13417,112941,26007,6,21205,202510,46983,12,23580,235170,54301,15,26389,253864,17646,191658
242010265629,PI,WELL,G,GUTIERREZ-LEYENDECKER,2H,42283322900000,265629,,112625,22436,,3524,702,,2012-01-12,2012-01-12,,168246,33516,,335805,66895,2,,457251,91088,3,,969458,193125,6,0,1682195,335109,12,24,1938540,369993,15,24,2051165,24,1481289
242010265823,PI,WELL,G,WOLF B,1H,42283324200000,265823,2586,13600,8927,,1103,724,,2011-07-28,2011-07-28,1335,10433,6848,2289,18216,11957,2,2366,18660,12248,3,4787,41702,22727,6,4787,41702,22727,6,4787,41702,22727,6,7373,55302,7373,55302
242010265873,PI,WELL,G,PIERCE,20H,42283329360000,265873,11195,48239,,,1762,288,,2012-12-22,2012-12-22,11812,53590,,20881,107026,,2,26771,156574,,3,40433,304189,,6,40433,304189,,6,40433,304189,,6,51628,352428,51628,352428
242010265876,PI,WELL,G,PIERCE,21H,42283329400000,265876,12335,53819,,,1920,197,,2013-01-04,2013-01-04,11336,54609,,22764,114181,,2,30066,171801,,3,50482,281024,,6,50482,281024,,6,50482,281024,,6,62817,334843,62817,334843
242010266127,PI,WELL,G,PGE MAGUEY UNIT A LAS,1H,42283326330000,266127,1128,31159,4646,,1442,215,,2011-11-26,2011-11-26,2352,76898,11465,6089,209347,31213,2,8287,285605,42583,3,10918,385744,57513,6,13556,493401,73565,12,20977,875782,122576,18,22105,906941,10059,490038
242010266128,PI,WELL,G,PGE MAGUEY UNIT A LAS,3H,42283326950000,266128,1177,34525,,,3651,230,,2011-12-04,2011-12-04,1656,61882,3899,4550,175776,11074,2,6453,251524,15846,3,8240,353578,22275,6,11267,508217,32017,12,17233,932311,54774,18,18410,966836,8993,578733
242010266130,PI,WELL,G,STOREY 267,5H,42283328430000,266130,1896,15667,1974,,2143,270,,2012-03-28,2012-03-28,6532,65706,8278,12575,125932,15866,2,17499,182310,22969,3,32430,383920,48370,6,42088,533663,67236,12,43585,555618,67236,13,45481,571285,37053,489912
242010266147,PI,WELL,G,STOREY UNIT 3,1H,42283329080000,266147,1899,8480,2424,,1039,297,,2012-03-28,2012-03-28,7071,34693,9917,12101,62607,17896,2,16196,89594,25610,3,21477,142528,40742,6,25714,176136,50348,12,26647,192162,50348,13,28546,200642,19576,157469
242010266150,PI,WELL,G,WILLIE RANCH,2H,42283329030000,266150,,143501,5157,,5648,203,,2012-05-13,2012-05-13,,147996,5319,,311229,11186,2,,442168,15892,3,,777757,27954,6,,1118205,38218,11,,1118205,38218,11,0,1261706,,1261706
242010266198,PI,WELL,G,STOREY UNIT 1,6H,42283328940000,266198,1137,5382,,,1190,549,,2012-04-04,2012-04-04,9693,41120,18970,16641,75750,34946,2,21970,105379,48615,3,29779,153943,71019,6,35206,182912,84383,12,36538,191761,84383,13,37675,197143,26845,150641
242010266205,PI,WELL,G,OLLIE- LOWRY,2H,42283328500000,266205,,43746,,,3614,249,,2012-05-23,2012-05-23,,127413,,,262518,,2,,388542,,3,,739974,,6,,1089780,,11,,1089780,,11,0,1133526,,1133526
242010266252,PI,WELL,G,BELLOWS-MEUTH,2H,42283329970000,266252,3768,98861,,,4124,286,,2012-05-16,2012-05-16,4338,112808,,8270,215961,,2,11626,307705,,3,19294,561532,,6,27888,854931,,11,27888,854931,,11,31656,953792,31656,953792
242010266260,PI,WELL,G,STOREY-PEEBLES UNIT 1,1H,42283328390000,266260,9215,77644,4980,,3321,213,,2012-04-25,2012-04-25,11303,98139,6295,20934,187142,12004,2,32002,300735,19290,3,53837,560769,35969,6,75543,814668,50005,12,75543,814668,50005,12,84758,892312,75543,814668
242010266277,PI,WELL,G,ARN EF,1H,42283329530000,266277,1154,7462,1080,,4001,579,,2012-04-11,2012-04-11,6734,117598,17018,12442,249411,36093,2,18494,367381,53164,3,32126,675396,97736,6,45304,1003584,132615,12,46662,1041176,132615,13,47816,1048638,39928,923578
242010266278,PI,WELL,G,ARN EF,2H,42283329510000,266278,329,1767,620,,2694,946,,2012-04-12,2012-04-12,7620,118796,41715,13152,240126,84320,2,18738,354650,124535,3,30406,603829,212034,6,41174,867262,291283,12,42473,898623,291283,13,42802,900390,34853,779827
242010266288,PI,WELL,G,ALDERMAN RANCH EF,3H,42283329220000,266288,1147,37856,5571,,4403,648,,2012-05-20,2012-05-20,2237,25134,3699,4345,75866,11165,2,6052,123614,18192,3,8969,213898,31479,6,11564,311121,39548,12,11564,311121,39548,12,12711,348977,11564,311121
242010266291,PI,WELL,G,WK BERTLING - BROWN GU 1,1H,42283329940000,266291,7745,38769,5229,,1468,198,,2012-04-26,2012-04-26,10026,52727,7112,18910,99720,13450,2,27298,149614,20180,3,45884,285097,38453,6,60278,434148,55085,12,60278,434148,55085,12,68023,472917,60278,434148
242010266323,PI,WELL,G,COOKE RANCH,B5H,42283327630000,266323,711,12924,,,,,,,,5474,46093,,15197,163547,,2,23133,266177,,3,39092,531757,,6,41779,598891,,7,41779,598891,,7,42490,611815,42490,611815
242010266324,PI,WELL,G,BRIGGS RANCH,505H,42283326170000,266324,771,,,,584,139,,2012-02-03,2012-02-03,441,7320,1742,8354,37167,9029,2,10972,70483,16959,3,24342,173670,41518,6,32932,296060,70648,12,36712,331237,76949,16,37483,331237,18687,225411
242010266325,PI,WELL,G,CARTWRIGHT,B1H,42283328320000,266325,178,,,,1698,223,,2011-12-31,2011-12-31,0,,,0,,,2,0,8461,1111,3,15272,98744,12968,6,21999,204262,26826,12,23985,213158,27541,14,24163,213158,23985,213158
242010266326,PI,WELL,G,LIGHT RANCH,346H,42283325840000,266326,1181,5900,4648,,914,720,,2011-10-05,2011-10-05,2130,34539,27208,5727,62925,49569,2,8070,95383,75138,3,16409,184169,145079,6,21245,271322,213734,12,21833,287319,213734,13,23014,293219,19703,252780
242010266330,PI,WELL,G,CARTWRIGHT,A1H,42283326880000,266330,,42212,5419,,3334,428,,2011-12-06,2011-12-06,,0,0,446,0,0,2,446,0,0,3,1760,26345,3382,6,22759,350561,45001,12,32005,510435,62854,17,32005,552647,31559,510435
242010266331,PI,WELL,G,CARTWRIGHT,A2H,42283328020000,266331,766,22563,4268,,1787,338,,2011-12-06,2011-12-06,7879,63953,12096,11040,81667,15446,2,21947,136284,25776,3,37323,326799,61810,6,52123,485965,89254,11,52123,485965,89254,11,52889,508528,52889,508528
242010266333,PI,WELL,G,STS B,13H,42283329920000,266333,3881,24375,4722,,1812,351,,2012-04-27,2012-04-27,11185,71308,13813,21715,140220,27162,2,33104,222916,43181,3,59579,437698,84787,6,83777,668333,121901,12,83777,668333,121901,12,87658,692708,83777,668333
242010266724,PI,WELL,G,WK GU 7,2H,42283329420000,266724,1131,4216,,,1140,209,,2012-10-03,2012-10-03,7858,36236,6643,13437,67762,12423,2,15762,82735,15168,3,18392,96232,17642,6,19433,102555,17642,7,19433,102555,17642,7,20564,106771,20564,106771
242010266888,PI,WELL,G,MARTIN FAMILY,2H,42283326580000,266888,7,4766,,,3534,296,,2011-10-02,2011-10-02,130,54547,4569,216,97908,8201,2,262,131671,11029,3,334,206341,17283,6,427,289977,24288,12,627,360378,29568,20,634,365144,293,117762
242010266890,PI,WELL,G,MARTIN FAMILY,3H,42283327080000,266890,26,62410,3630,,3318,193,,2011-10-22,2011-10-22,17,74381,4327,32,131961,7676,2,48,176198,10249,3,177,275289,16013,6,878,406080,23621,12,1122,518610,29330,19,1148,581020,888,217639
242010266926,PI,WELL,G,CARDEN EF,6H,42283328380000,266926,465,67153,10906,,3442,559,,2012-05-10,2012-05-10,1632,95765,15553,2703,156653,25442,2,4085,209943,34097,3,7159,317703,51599,6,9701,508867,73412,12,9701,508867,73412,12,10166,576020,9701,508867
242010266964,PI,WELL,G,APPLING 715 GU,4H,42283323670000,266964,,72651,1943,,5233,140,,2011-11-28,2011-11-28,,137751,3685,,255755,6842,2,,346104,9259,3,,598510,16011,6,,929606,24868,12,5,1202689,31097,18,5,1275340,5,604179
242010267023,PI,WELL,G,SOUTH TEXAS SYNDICATE,293B,42283327270000,267023,351,9732,1176,,3071,371,,2012-02-13,2012-02-13,183,4258,514,562,18916,2285,2,1088,33817,4085,3,5377,148282,17914,6,13505,508997,52182,10,13505,508997,52182,10,13856,518729,13856,518729
242010267024,PI,WELL,G,CARTWRIGHT,D1H,42283328330000,267024,1615,13162,983,,3148,235,,2012-03-07,2012-03-07,12974,93563,6984,19035,181779,13569,2,26524,258652,19308,3,44670,507053,37851,6,56308,690657,48112,9,56308,690657,48112,9,57923,703819,57923,703819
242010267043,PI,WELL,G,ZAPP,A3H,42283327740000,267043,5,,,,895,344,,2012-03-16,2012-03-16,0,,,5125,21155,,2,5125,21155,,2,5125,21155,,2,5125,21155,,2,5125,21155,,2,5130,21155,5130,21155
242010267129,PI,WELL,G,WK U 2,2H,42283329620000,267129,5185,62551,7014,,3032,340,,2012-06-18,2012-06-18,0,0,0,7623,95090,10663,2,12923,174611,19580,3,24556,372573,41779,6,32588,514323,53999,10,32588,514323,53999,10,37773,576874,37773,576874
242010267131,PI,WELL,G,WK U 1,2H,42283329610000,267131,6646,52286,5507,,2706,285,,2012-06-20,2012-06-20,10214,80465,8475,18488,150565,15858,2,24303,207997,21907,3,37001,344793,36315,6,43923,417524,42503,10,43923,417524,42503,10,50569,469810,50569,469810
242010267201,PI,WELL,G,BRIGGS RANCH,E4H,42283329540000,267201,2199,10621,,,994,367,,2012-03-20,2012-03-20,5043,30030,11088,11442,72126,26631,2,13095,98442,36347,3,15744,153706,56752,6,19591,207149,76484,12,20226,219553,78361,14,22425,230174,8784,147427
242010267203,PI,WELL,G,LIGHT RANCH,345H,42283325830000,267203,2939,20167,5224,,1162,301,,2012-04-24,2012-04-24,130,42117,10910,2351,70318,18215,2,4393,103294,26757,3,8572,190556,49362,6,11156,276612,71654,12,11622,290973,71654,13,14561,311140,11492,248856
242010267223,PI,WELL,G,NUECES MINERALS COMPANY,6881H,42283326870000,267223,9031,,,,353,289,,2012-03-18,2012-03-18,0,10305,8437,0,19832,16237,2,0,25070,20525,3,0,44127,36127,6,3,63182,51727,12,3,64813,53062,13,9034,64813,3,54508
242010267325,PI,WELL,G,WEEKS,A2H,42283329740100,267325,1307,21537,2112,,2570,252,,2012-04-27,2012-04-27,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,9853,185119,18152,12,12934,229201,18152,13,14241,250738,12934,229201
242010267353,PI,WELL,G,WEEKS,E1H,42283329780000,267353,654,12852,,,2509,322,,2012-05-01,2012-05-01,402,5438,698,402,5438,698,2,402,5438,698,3,402,5438,698,6,5737,147429,18922,12,7168,189492,18922,13,7822,202344,6766,184054
242010267354,PI,WELL,G,CARTWRIGHT,F2H,42283329890000,267354,1254,12800,,,3121,423,,2012-05-08,2012-05-08,2704,21178,2870,6947,21178,2870,2,6947,21178,2870,3,8382,25520,3458,6,63554,502027,68039,12,66528,552789,68039,13,67782,565589,63824,531611
242010267435,PI,WELL,G,HEIM-CRAFT UNIT 1,1H,42283330580000,267435,,127234,6385,,4105,206,,2012-08-13,2012-08-13,,121899,6117,4,226939,11388,2,4,277443,13922,3,5,483333,24254,6,5,583381,26976,8,5,583381,26976,8,5,710615,5,710615
242010267454,PI,WELL,G,NYE,1H,42283326390000,267454,,5036,,,1855,43,,2012-05-17,2012-05-17,,0,,,12271,,2,,51003,898,3,,233853,5137,6,,779867,17793,12,,991963,22709,14,0,996999,,979692
242010267455,PI,WELL,G,NYE,2H,42283326400000,267455,,8279,,,4472,100,,2012-05-17,2012-05-17,,0,,,34926,,2,,34926,,3,,130579,2139,6,,535632,11196,12,,652531,13809,14,0,660810,,617605
242010267480,PI,WELL,G,ALDERMAN B EF,1H,42283330980000,267480,1461,22689,,,4824,589,,2012-05-31,2012-05-31,0,0,,0,0,,2,1070,96116,,3,3024,282963,,6,4642,416130,3028,11,4642,416130,3028,11,6103,438819,6103,438819
242010267489,PI,WELL,G,WK GU 4,1H,42283329590000,267489,3938,33884,,,2181,146,,2012-09-02,2012-09-02,8122,72543,4856,14868,131957,8833,2,20972,187187,12530,3,33511,324266,21706,6,40074,397054,24222,8,40074,397054,24222,8,44012,430938,44012,430938
242010267490,PI,WELL,G,WK GU 3,1H,42283329580000,267490,2074,32067,,,2471,174,,2012-09-02,2012-09-02,5793,79373,5589,10369,142098,10006,2,14562,200456,14116,3,22820,352336,24812,6,27617,440301,27848,8,27617,440301,27848,8,29691,472368,29691,472368
242010267491,PI,WELL,G,WK GU 6,1H,42283330820000,267491,3619,30223,,,2480,120,,2012-09-03,2012-09-03,9064,81624,3950,16112,144248,6980,2,22576,201105,9731,3,36247,340924,16497,6,44307,426265,18629,8,44307,426265,18629,8,47926,456488,47926,456488
242010267496,PI,WELL,G,WK GU 5,1H,42283330420000,267496,1960,25076,2836,,2184,247,,2012-08-29,2012-08-29,5672,72304,8178,8737,109422,12376,2,13077,162407,18369,3,17287,225402,25493,6,25301,341314,32546,8,25301,341314,32546,8,27261,366390,27261,366390
242010267647,PI,WELL,G,GEORGE LIGHT 1395,7H,42283325910000,267647,,59846,445,,4303,32,,2012-02-12,2012-02-12,,51091,380,,96651,719,2,,135374,1007,3,,233125,1734,6,2,373451,2631,12,2,373451,2631,12,2,433297,2,373451
242010267665,PI,WELL,G,KILLAM GONZALEZ A,22H,42283327890000,267665,645,32235,4637,,2148,309,,2012-02-01,2012-02-01,577,36471,5246,871,57494,8270,2,1194,82624,11885,3,2345,143069,20579,6,3014,238248,29609,12,3014,238248,29609,12,3659,270483,3014,238248
242010267666,PI,WELL,G,COLEMAN HEIRS A1756,1H,42283323700000,267666,,88040,241,,4753,13,,2012-02-04,2012-02-04,,77425,212,,148466,407,2,,211190,579,3,,363787,998,6,2,584256,1512,12,2,584256,1512,12,2,672296,2,584256
242010267667,PI,WELL,G,BAETZ A EF,2H,42283330900000,267667,2032,15125,1536,,4491,456,,2012-08-07,2012-08-07,6421,70037,7112,13953,165419,16846,2,20602,262638,26718,3,33221,461394,46554,6,39871,575359,54601,9,39871,575359,54601,9,41903,590484,41903,590484
242010267673,PI,WELL,G,ALDERMAN RANCH EF,5H,42283331510000,267673,2846,48310,5257,,2573,280,,2012-08-20,2012-08-20,3005,74011,8054,5025,124712,13571,2,7023,167037,18177,3,9957,243682,26518,6,12099,306034,31698,9,12099,306034,31698,9,14945,354344,14945,354344
242010267674,PI,WELL,G,SCHUBERT-CRAFT UNIT 1,1H,42283330270000,267674,,120412,13696,,3165,360,,2012-08-09,2012-08-09,,134813,15334,8,265299,30175,2,9,369344,42009,3,34,611470,69549,6,58,754427,78112,8,58,754427,78112,8,58,874839,58,874839
242010267676,PI,WELL,G,BAETZ A EF,1H,42283330860000,267676,1352,10797,2773,,2149,552,,2012-08-06,2012-08-06,5244,54001,13871,11180,113116,29155,2,16525,166710,42921,3,27183,323206,82410,6,30048,371707,93196,9,30048,371707,93196,9,31400,382504,31400,382504
242010267679,PI,WELL,G,ALDERMAN RANCH EF,4H,42283331500000,267679,2646,45265,5042,,2774,309,,2012-08-20,2012-08-20,3316,78878,8786,5338,137572,15324,2,7137,188149,20958,3,10114,276614,30812,6,12138,343299,36289,9,12138,343299,36289,9,14784,388564,14784,388564
242010267681,PI,WELL,G,STS,10H,42283329490000,267681,6753,60512,6199,,2577,264,,2012-08-16,2012-08-16,9177,87948,9009,17562,170273,17442,2,24515,239237,24507,3,40692,397895,40760,6,49099,485614,44531,8,49099,485614,44531,8,55852,546126,55852,546126
242010267758,PI,WELL,G,ALDERMAN A67,4H,42283326240000,267758,1672,29490,,,2782,257,,2011-12-24,2011-12-24,4347,80445,,7626,145552,,2,10065,221968,,3,16050,355043,8264,6,22647,543482,25672,12,26259,677832,35755,17,27931,707322,11860,369686
