Unique Private Well ID,Unique Well ID,Project,Project Code,Calibration Set Code,Well Latitude,Well Longitude,Operator Name,Well Name,Offshore Area,Offshore Block Number,Prospect,Basin,Country,State,County,Minimum Geologic Age,Maximum Geologic Age,KB Elevation,Water Depth,Ground Level,Water Depth/Ground Level Units,KB Elevation - Feet,Water Depth - Feet,Ground Level - Feet,KB Elevation - Meters,Water Depth - Meters,Ground Level - Meters,Unique Sample ID,Sample Analytical Group,Public Sample ID,Public Sample Canister ID,Depth,Depth - Log Corrected,Depth Bottom,Depth Units,Depth - Feet,Depth Bottom - Feet,Depth - Meters,Depth Bottom - Meters,Sample Group,Sample Formation,Sample Member,Sample Depositional Environment,Sample Lithology,Sample Type,Sample Orientation,Sample Length,Sample Interval Length,Sample Diameter,Sample Size Units,Sample Weight Oven Dry,Sample Weight Humidity Dry,Sample Weight Air Dry,Sample Weight as Received,Sample Weight Units,Sample Bulk Volume,Sample Grain Volume,Sample Pore Volume,Sample Volume Units,Test Method Code - Dynamic,Test Method - Dynamic,Sample State - Dynamic,Sample State - Static,Porosity (Ambient) - Dynamic,Porosity (Confining Stress) - Dynamic,Porosity Units,Permeability (Ambient) - Dynamic,Permeability (Confining Stress) - Dynamic,Permeability Units,Confining Stress - Dynamic,Confining Stress - Static,Axial Stress - Dynamic,Stress Units - Dynamic,Bulk Density - Dynamic,Grain Density - Dynamic,Density Units,Brine Saturation - Dynamic,Brine Saturation - Static,Brine Saturation Units,Brine Type - Dynamic,Brine Type - Static,Brine Temperature - Dynamic,Brine Temperature units,Brine Resistivity - Dynamic,Brine Resistivity Units,Compressional Velocity - Dynamic,Shear Velocity - Dynamic,Velocity Units - Dynamic,Bulk Modulus - Dynamic,Young's Modulus - Dynamic,Young's Modulus - Static,Shear Modulus - Dynamic,Modulus Units,Poisson's Ratio - Dynamic,Poisson's Ratio - Static,Compressive Strength - Static,Compressive Strength Units,Unconfined Compressive Strength - Dynamic,Unconfined Compressive Strength Units,Unconfined Compressive Strength Notes,Pore Pressure - Static,Pore Pressure Units
10029798,42311341390000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.229992,-98.657149,Murphy,George Miles #1H,,,Hawkville D1,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,,feet,,,,,,,46819687,,,,13197,13213.5,,feet,13197,,4022.45,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,,WLC,,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,,,fraction,,,,0,,1000,psi,2.375,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,10462,6120,feet/sec,1905975,2973539,,1199026,psi,0.24,,,,,,,,
10029798,42311341390000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.229992,-98.657149,Murphy,George Miles #1H,,,Hawkville D1,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,,feet,,,,,,,46819687,,,,13197,13213.5,,feet,13197,,4022.45,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,,WLC,,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,,,fraction,,,,1490,,4000,psi,2.375,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,11475,6484,feet/sec,2421011,3406658,,1345995,psi,0.265,,,,,,,,
10029798,42311341390000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.229992,-98.657149,Murphy,George Miles #1H,,,Hawkville D1,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,,feet,,,,,,,46819687,,,,13197,13213.5,,feet,13197,,4022.45,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,,WLC,,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,,,fraction,,,,2980,,5000,psi,2.375,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,12551,6680,feet/sec,3138279,3721621,,1428806,psi,0.302,,,,,,,,
10029798,42311341390000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.229992,-98.657149,Murphy,George Miles #1H,,,Hawkville D1,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,,feet,,,,,,,46819687,,,,13197,13213.5,,feet,13197,,4022.45,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,,WLC,,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,,,fraction,,,,4470,,8000,psi,2.375,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,13668,6809,feet/sec,4001707,3963095,,1484370,psi,0.335,,,,,,,,
10029798,42311341390000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.229992,-98.657149,Murphy,George Miles #1H,,,Hawkville D1,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,,feet,,,,,,,46819614,1004287000,,,13071.5,13085,,feet,13071.5,,3984.19,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.1169,,fraction,,,,2980,,2000,psi,2.366,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,11536,6517,feet/sec,2438598,3428804,,1354555,psi,0.266,,,,,,,,
10029798,42311341390000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.229992,-98.657149,Murphy,George Miles #1H,,,Hawkville D1,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,,feet,,,,,,,46819614,1004287000,,,13071.5,13085,,feet,13071.5,,3984.19,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.1169,,fraction,,,,2980,,5000,psi,2.366,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,13940,7403,feet/sec,3867321,4557475,,1748047,psi,0.304,,,,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837867,1004148500,,,11590,11607.5,,feet,11590,,3532.63,,Eagle Ford,Eagle Ford Shale,,Basin - Restricted,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,Fresh State,0.068,,fraction,,,,1820,1820,1820,psi,2.449,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,13581,7827,feet/sec,3391830,5061334,3570000,2022433,psi,0.251,0.27,22930,psi,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837867,1004148500,,,11590,11607.5,,feet,11590,,3532.63,,Eagle Ford,Eagle Ford Shale,,Basin - Restricted,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.068,,fraction,,,,1820,,6800,psi,2.449,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,14211,7977,feet/sec,3865425,5335341,,2100603,psi,0.27,,,,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837869,1004138100,,,11486,11504,,feet,11486,,3500.93,,Eagle Ford,Eagle Ford Shale,,Basin - Restricted,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.0094,,fraction,,,,0,,100,psi,2.652,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,16259,8876,feet/sec,5695659,7254120,,2816631,psi,0.288,,,,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837869,1004138100,,,11486,11504,,feet,11486,,3500.93,,Eagle Ford,Eagle Ford Shale,,Basin - Restricted,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.0094,,fraction,,,,910,,2900,psi,2.652,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,17283,9457,feet/sec,6416143,8226672,,3197797,psi,0.286,,,,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837869,1004138100,,,11486,11504,,feet,11486,,3500.93,,Eagle Ford,Eagle Ford Shale,,Basin - Restricted,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.0094,,fraction,,,,1820,,11300,psi,2.652,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,17904,9562,feet/sec,7102146,8502022,,3268795,psi,0.3,,,,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837869,1004138100,,,11486,11504,,feet,11486,,3500.93,,Eagle Ford,Eagle Ford Shale,,Basin - Restricted,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.0094,,fraction,,,,2730,,16700,psi,2.652,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,18282,9567,feet/sec,7586007,8583489,,3272597,psi,0.311,,,,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837871,,,,11550.5,11568.5,,feet,11550.5,,3520.59,,Eagle Ford,Eagle Ford Shale,,Basin - Restricted,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.0911,,fraction,,,,0,,100,psi,2.413,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,14016,7992,feet/sec,3618867,5230964,,2077282,psi,0.259,,,,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837871,,,,11550.5,11568.5,,feet,11550.5,,3520.59,,Eagle Ford,Eagle Ford Shale,,Basin - Restricted,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.0911,,fraction,,,,910,,6900,psi,2.413,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,14237,8059,feet/sec,3775489,5341076,,2112397,psi,0.264,,,,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837868,,,,11629.5,11647,,feet,11629.5,,3544.67,,,,,Shelf - Unspecified,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,Fresh State,0.0212,,fraction,,,,1820,1820,1820,psi,2.623,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,20070,10719,feet/sec,8826311,10567364,7680000,4062942,psi,0.3,0.29,28567,psi,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837868,,,,11629.5,11647,,feet,11629.5,,3544.67,,,,,Shelf - Unspecified,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.0212,,fraction,,,,1820,,6800,psi,2.623,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,20430,10787,feet/sec,9272918,10752786,,4114371,psi,0.307,,,,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837866,1004123700,,,11342,11362,,feet,11342,,3457.04,,,,,,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,Fresh State,0.0776,,fraction,,,,1820,1820,1820,psi,2.586,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,12764,7117,feet/sec,3325211,4499794,2280000,1765371,psi,0.274,0.25,12889,psi,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837866,1004123700,,,11342,11362,,feet,11342,,3457.04,,,,,,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.0776,,fraction,,,,1820,,6800,psi,2.586,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,13664,7452,feet/sec,3927436,4986946,,1935367,psi,0.288,,,,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837865,,,,11334,11354,,feet,11334,,3454.6,,,,,,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,Fresh State,0.055,,fraction,,,,1820,1820,1820,psi,2.614,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,14935,8340,feet/sec,4591441,6240959,3590000,2450400,psi,0.273,0.28,22476,psi,,,,,
10029895,42311341760000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.447115,-98.515115,Swift,PC-Q #1H,,,,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,328,feet,,,328,,,99.97,46837865,,,,11334,11354,,feet,11334,,3454.6,,,,,,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.055,,fraction,,,,1820,,5800,psi,2.614,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,15387,8429,feet/sec,5003581,6436337,,2503225,psi,0.286,,,,,,,,
10043659,42311341770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.360693,-98.497694,Petrohawk Operating,Bracken JV-1,,,Hawkville D1,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,256,feet,,,256,,,78.03,46850705,,,,12588.5,12608,,feet,12588.5,,3836.97,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,Fresh State,0.0472,,fraction,,,,1540,1540,1540,psi,2.536,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,14760,8651,feet/sec,4035340,6335792,4320000,2558220,psi,0.238,0.28,25894,psi,,,,,
10043659,42311341770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.360693,-98.497694,Petrohawk Operating,Bracken JV-1,,,Hawkville D1,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,256,feet,,,256,,,78.03,46850705,,,,12588.5,12608,,feet,12588.5,,3836.97,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.0472,,fraction,,,,1540,,4500,psi,2.536,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,15858,8919,feet/sec,4969938,6899087,,2719089,psi,0.269,,,,,,,,
10043659,42311341770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,28.360693,-98.497694,Petrohawk Operating,Bracken JV-1,,,Hawkville D1,Gulf Coast,USA,Texas,Mcmullen,"Cretaceous, Late","Cretaceous, Late",,,256,feet,,,256,,,78.03,46850704,1005617000,,,12511,12530.5,,feet,12511,,3813.35,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,,PLG,vertical,,,,,,,,,,,,,,GMAT,Geomechanics - Dynamic Mechanical Properties (Triaxial),Fresh State,,0.0473,,fraction,,,,0,,1000,psi,2.575,,gm/cm<sup>3</sup>,,,fraction,,,70,degrees F,,,15145,8901,feet/sec,4295124,6799867,,2750444,psi,0.236,,,,,,,,
