"Uwi","Latitude","Longitude","Core.BulkDensityDynamic.Kriged","Core.CrushedGasContent.Kriged","Core.CsgPotassiumApi.Kriged","Core.CsgThoriumApi.Kriged","Core.CsgUraniumApi.Kriged","Core.GriBulkDensity.Kriged","Core.GriGasFilledPorosity.Kriged","Core.GriMatrixPermeability.Kriged","Core.GriSaturationSg.Kriged","Core.GriSaturationSw.Kriged","Core.GriTotalPorosity.Kriged","Core.GriWaterFilledPorosity.Kriged","Core.NormalizedOil.Kriged","Core.RoCalculated.Kriged","Core.RoMeasured.Kriged","Core.S1.Kriged","Core.ShearVelocityDynamic.Kriged","Core.Toc.Kriged","Core.XrdCalcite.Kriged","Core.XrdClayChlorite.Kriged","Core.XrdClayIllite.Kriged","Core.XrdDolomite.Kriged","Core.XrdMarcasite.Kriged","Core.XrdQuartz.Kriged","Core.XrdTotalClay.Kriged","Log.DPHI.Kriged","Log.GR.Kriged","Log.NPHI.Kriged","Producer.DepthTrueVertical.Joined","Producer.DepthTrueVertical.JoinedMISSING"
"37005302010000",40.70585,-79.4095,2.51594170507421,7.25780984155138,51.1503286945572,49.06233105705,105.109066391787,2.48583163048884,5.68499010950448,0.000163791309432138,70.4350984344244,27.3879642188388,7.94296979344498,2.05142265863894,8.99182215632002,1.27652261282091,1.73719504496502,0.583233480906045,7324.76648442474,5.78056499123184,11.6121535720681,8.41717905381562,91.6037906866501,2.65911860696513,0.250441533005908,40.0426253527398,28.9310401303766,1.96251568302733,83.0026858579306,4.90427698043407,0,1
"37005303640000",40.82281,-79.32782,2.51722875489094,7.20629104340284,51.1359633862654,49.0623310185469,104.964194798743,2.49230335408968,5.59747009254988,0.000176486604528305,69.67121133271,28.049206947848,7.85063923629135,2.06778454486699,10.2937765537424,1.27652254221433,1.69562269569795,0.686141093408269,7318.36595890474,5.75235107274338,12.0432111749457,9.1422513825409,91.0719365226946,2.81600684758868,0.250400349400643,39.4221936264999,29.2372999432064,2.00634842520985,120.548932748951,4.77187136664381,6812,0
"37005304530000",40.70581,-79.40948,2.51594236241582,7.25780887502028,51.1503317125015,49.0623310570619,105.109076352611,2.48583765478636,5.68491717207895,0.00016378298745328,70.434902704364,27.3884131555204,7.94289476941664,2.05143498582255,8.99040809945511,1.2765226128425,1.73723017941074,0.583136584622955,7324.79143684158,5.78052644138247,11.6121918043974,8.41717823354233,91.6036958214746,2.65900583047679,0.250435919864589,40.0426873849605,28.9309234655396,1.96242262225826,82.9891662379729,4.90462549405267,0,1
"37005304930000",40.74585,-79.50846,2.51313033221011,7.29950413267203,51.152691514582,49.0623310559291,105.19942924315,2.46341912999426,5.95506616306404,0.000177377977395778,71.5358406638767,25.6656725482317,8.22774581018417,2.00674892132247,12.1132579836202,1.2765226078496,1.67738625705966,0.781915458793622,7264.28821597303,5.94066384958738,11.165881758215,7.79615721759642,92.3291434631136,2.87078496184316,0.267857260125582,40.4018276057539,28.9454298677155,2.19970146306853,86.4929025888181,3.95998666462897,0,1
"37005305880000",40.67788,-79.38141,2.51688568304699,7.24833097799482,51.1508381050665,49.0623310619122,105.091073214741,2.49345083849217,5.5921434970844,0.000157306256151703,70.0805092912455,27.9808141522835,7.8466826791824,2.06717164569846,7.85799424316523,1.27652262142222,1.7626356229762,0.507010468659973,7348.92213036833,5.72454203421395,11.7096271859846,8.61802591330023,91.3261712797567,2.56730531874227,0.243852146207453,39.9863389954511,28.9103760912695,1.86784661157714,72.854514388658,5.28000820038085,0,1
"37005305900000",40.67784,-79.38178,2.51687583313018,7.24849476798052,51.1508648053724,49.0623310619625,105.09154113581,2.49337752963244,5.59302346201212,0.000157329779329034,70.0848417113538,27.9749831248234,7.84760920189978,2.06702529429436,7.86311400271789,1.2765226215141,1.76256777453556,0.507333588322461,7348.77554596719,5.72518620955085,11.7082968196907,8.61412719187098,91.3303314692993,2.56777362945191,0.243911409270389,39.9881806942323,28.90921010677,1.86852353211467,72.8715117373171,5.27695195892301,0,1
"37005306130000",40.82281,-79.32771,2.51723155379234,7.20624185981312,51.135955635643,49.0623310185364,104.964066771576,2.49232443576915,5.59721668995719,0.000176479254886118,69.6699918213358,28.0509424032331,7.8503726104651,2.06782786220504,10.291358604898,1.27652254219705,1.69566661282798,0.685986073783521,7318.40955906169,5.75218959829741,12.0436075402779,9.14312698440183,91.0710575483407,2.8158287749082,0.250385006190183,39.4217169647497,29.2375148151076,2.00616348390454,120.557030843991,4.7726267583634,0,1
"37005307180100",40.7228,-79.42133,2.51551895706312,7.26138311281988,51.1496979604121,49.0623310536264,105.114078540401,2.48222889133592,5.72829226813267,0.000167296704579538,70.5850989275256,27.1148201482837,7.98809687154615,2.0442048492002,9.64335532428099,1.27652260637815,1.72247198355053,0.626925904362025,7312.85232951927,5.80632588045222,11.5688452372143,8.35531742475781,91.7025701447322,2.71018726152288,0.253571077589316,40.0552340607508,28.9574483796348,2.00911320215957,87.2924263217255,4.72211679389151,7144,0
"37005307190100",40.72282,-79.4213,2.51551959309126,7.26136908613017,51.1496951592953,49.0623310536196,105.114039254213,2.48223334476604,5.72823809821106,0.000167296835402675,70.5848036909544,27.1151811904332,7.98803928647982,2.04421384945823,9.64319555932986,1.27652260636603,1.72247070536341,0.626918926398313,7312.85914349371,5.8062892577317,11.5689674659908,8.35558145745392,91.7023168275434,2.7101804398844,0.253567994745225,40.0550684167786,28.9575352522035,2.00908254460137,87.2970458821815,4.72225739388003,7051,0
"37005307200100",40.72276,-79.42137,2.5155183248953,7.26140207249052,51.1497029373782,49.0623310536402,105.114136012402,2.48222506132041,5.72833954058172,0.000167293401611116,70.5854334494227,27.1144913811202,7.98814780265782,2.04419697212044,9.6430156957234,1.27652260640305,1.7224872096269,0.626897330436374,7312.85198192324,5.806360604099,11.5686912900761,8.35495341021904,91.702886076222,2.71015192649619,0.253573174064697,40.0554837009775,28.9572880077085,2.00912050641567,87.2817889126225,4.72205583804888,7126,0
"37005308080000",40.76278,-79.49151,2.51347168707669,7.28968649866208,51.150533376031,49.0623310497712,105.172944358125,2.46546772328059,5.92861019078189,0.000178600695010376,71.3697807220933,25.8382162877655,8.19965495297852,2.01126782648047,12.2398873845062,1.2765225966465,1.67117017471344,0.794198351593067,7266.67114954582,5.92642102511422,11.2578212283065,7.94933242476984,92.1929770403024,2.8911445125679,0.266756390936672,40.28158169782,28.9955521873192,2.19189869600906,89.8035743252388,3.99584271582645,6915,0
"37005308110100",40.72284,-79.42125,2.51552086588031,7.26134198936197,51.1496899788203,49.0623310536074,105.113964208063,2.48224237259545,5.72812842057656,0.000167296482008581,70.5842208285957,27.1159095437119,7.98792282588779,2.04423206771454,9.6427791494762,1.27652260634427,1.72247085608356,0.626898072992201,7312.87402461586,5.80621564565195,11.5692057692313,8.35609012916759,91.7018223483402,2.71015861579771,0.253561638004439,40.0547534193593,28.9576947484152,2.00901670492018,87.3051214488675,4.7225540294871,7121,0
"37005308260100",40.82497,-79.47585,2.51350643917025,7.27438115728007,51.1450870279191,49.0623310320218,105.129192344894,2.4638635457773,5.9400337594301,0.000186752499116494,71.2432375180279,25.7687750596001,8.2130756907451,2.01003830766999,13.7826361673075,1.2765225623354,1.63510123744651,0.904686311224453,7255.30136053048,5.95353476962105,11.4007513407238,8.14048409325414,92.0792699685969,3.03521191761789,0.270225366159422,40.0593712161697,29.1018039729647,2.25565468125778,97.173379350245,3.7607195739875,6687,0
"37005308630100",40.71695,-79.47592,2.51412147781318,7.28685108497255,51.1532214812362,49.062331060615,105.178612481164,2.47185056804566,5.85435008148701,0.000170641174300129,71.1771007534667,26.2968826419974,8.12145070897116,2.02323173550312,10.5794567252877,1.27652261816525,1.70964720373745,0.682834949296396,7289.91039798444,5.88635763868149,11.3258894775245,7.91302483297868,92.1634995977132,2.76852814071755,0.261354969291848,40.3230361340342,28.8688799163179,2.10347815390495,84.4430584649913,4.3304458761853,6865,0
"37005308640100",40.71691,-79.47593,2.51412145162714,7.2868589181919,51.1532250919663,49.0623310606268,105.178643764763,2.47185160886849,5.85433910597949,0.000170635992598844,71.1771735202027,26.2969340454685,8.12144002390775,2.02323334729851,10.5785325844989,1.27652261818738,1.70967361335223,0.682769922280929,7289.92083299013,5.88636014737025,11.3258497791203,7.91281495520253,92.1636591805843,2.76845520576534,0.261353809079319,40.3231792333401,28.8687348041955,2.10344461179751,84.4366244387429,4.33055782785338,6902,0
"37005308790100",40.72286,-79.42121,2.51552181969653,7.2613207150164,51.149685673646,49.0623310535968,105.113904416776,2.48224902323081,5.72804749278938,0.000167296828939062,70.5837761018522,27.1164495914704,7.98783676427312,2.04424551470963,9.64256309170228,1.27652260632549,1.72246828298753,0.626889284838212,7312.88393784166,5.80616081012017,11.5693906206838,8.35649087874566,91.7014394631511,2.71015037470358,0.25355706128868,40.0545009768117,28.9578285290568,2.00897183660933,87.3123439078113,4.72276111806157,7320,0
"37005308960000",40.84285,-79.47335,2.51345866448328,7.27055799607039,51.1436636046885,49.0623310272177,105.119648316695,2.46299812918692,5.94754317763094,0.000189264229267549,71.2277051258384,25.7173239315347,8.22184004869208,2.00902248190071,14.2899413154254,1.27652255282642,1.62474986269806,0.940656728353139,7251.69568681686,5.96872889860356,11.4438023873949,8.16149006802337,92.0803836599495,3.0836132568995,0.271772488469786,40.0055208685425,29.1137504073774,2.27977715026924,98.187385395584,3.67134306378188,6732,0
"37005308980000",40.84295,-79.4733,2.51345949607189,7.27051364069433,51.1436529274085,49.062331027186,105.119545577131,2.46300172671319,5.94748189297596,0.000189275688447357,71.2271597715869,25.7177008834429,8.22177990099296,2.00903416505455,14.2917452905121,1.27652255276622,1.62471051722293,0.940795968831861,7251.6959156209,5.96876880066444,11.4442996372033,8.16182495562607,92.0801790423537,3.08383978165599,0.271776195489027,40.0050176241552,29.1137845154427,2.27984610992785,98.1981808796735,3.67111185484214,6748,0
"37005309100100",40.84921,-79.61402,2.51013509484487,7.33876940527113,51.1501139345259,49.0623310385587,105.26039225882,2.4367962935628,6.26332723672908,0.000199095301990495,72.5411049414343,23.7202831166427,8.55920703532788,1.95712351102029,18.033179617797,1.27652256516157,1.55981299484903,1.16471614111239,7186.66110629688,6.11260689992183,10.6412084997115,7.61344181855705,92.6066144768399,3.24564557066679,0.28776161286574,40.5905883175304,29.2897265747103,2.49679251212791,81.048839580289,2.80899472945055,6253,0
"37005309150000",40.82505,-79.47575,2.51350849374723,7.27432160560704,51.1450759592033,49.062331031993,105.129053110917,2.46387727510534,5.9398559558174,0.000186756874316456,71.2422485267926,25.7699178783428,8.21288965243956,2.01006885991967,13.7825293319601,1.27652256228367,1.63509460346041,0.904700940185301,7255.32650992577,5.95348470751199,11.4013899520771,8.14109338727825,92.0787577585808,3.03529702293915,0.270220259471971,40.058745764059,29.1018589465655,2.25560563212719,97.1909825782543,3.76094470148306,6730,0
"37005309160000",40.82501,-79.4758,2.51350761543352,7.27434929790396,51.1450814300799,49.0623310320077,105.129118284606,2.46387164971456,5.93993037230664,0.000186753857881298,71.2426879357775,25.7694404943579,8.21296715610498,2.01005595433389,13.782354957715,1.27652256231048,1.63510212401633,0.904678881114721,7255.31715155346,5.95350037130984,11.4010928982632,8.14081561887062,92.0789832508317,3.03523896336102,0.270221838791057,40.0590430576815,29.1018279383559,2.25561670041199,97.1827328734197,3.76088490597801,6708,0
"37005309170000",40.82508,-79.4757,2.51350937147708,7.27429338680289,51.1450703119533,49.0623310319777,105.12898660577,2.46388283744213,5.93978197503977,0.000186760167791813,71.2418053589261,25.7703922466244,8.21281269274048,2.01008171988882,13.7827570464243,1.27652256225573,1.63508595218863,0.904726823893684,7255.33552416753,5.95347046112746,11.4016926814281,8.14137512888507,92.0785308862834,3.03536032030376,0.27021882889003,40.0584414016611,29.1018917161716,2.25559698671132,97.1994023560007,3.76099556687579,6741,0
"37005309730000",40.83453,-79.475,2.51346978562116,7.27258199018501,51.1443497457676,49.0623310294908,105.124547267582,2.46331263432059,5.94514949971371,0.00018812601373519,71.2396355130581,25.7343978733868,8.21890880063739,2.00930994682349,14.0644116451104,1.27652255730513,1.6293305503188,0.924541855375574,7253.13261905208,5.96195877972802,11.4206861613944,8.15036603011695,92.0812346218506,3.06143280516122,0.27109531778378,40.0325584246195,29.1092673476908,2.26918021868867,97.7108009137434,3.71025972451894,6658,0
"37005309890000",40.717,-79.47591,2.51412118862758,7.28684846075361,51.1532183342506,49.0623310606037,105.178593026863,2.47184709979174,5.8543905278722,0.00017064756116419,71.1771540073326,26.2966432249847,8.12149252313469,2.02322522810486,10.5806767932922,1.27652261814386,1.70961567333167,0.68291826859936,7289.89371719183,5.88637256607034,11.3258747201057,7.91315727225322,92.1634257583801,2.76861950188017,0.261357976472423,40.322941966492,28.8690213264339,2.10353612317288,84.4494244363226,4.33023709547529,6876,0
"37005310290000",40.71687,-79.47594,2.51412141862319,7.28686878241725,51.1532296395949,49.0623310606417,105.178683168183,2.47185291960843,5.85432528182907,0.000170629466640419,71.177265167868,26.2969987830998,8.12142656661284,2.02323537756373,10.5773686929854,1.27652261821526,1.70970687817143,0.682688026423433,7289.93397728928,5.88636332395254,11.3257998179492,7.91255054366552,92.1638602540949,2.7683633612069,0.261352348840451,40.3233594639917,28.8685519799865,2.10340237498632,84.4285227516541,4.33069878019914,6859,0
"37005311000000",40.69869,-79.48206,2.51405880754566,7.2911836077991,51.1549753403652,49.0623310662353,105.195196434468,2.47195515137852,5.85368356277583,0.000168430910144775,71.2303413526601,26.2918381383909,8.12124268267669,2.02324650913697,10.1953226866482,1.27652262859709,1.72141453875394,0.655515967698121,7293.93062682183,5.89149327889325,11.3020175408456,7.79725995064901,92.257825827091,2.73837156730901,0.26117718186177,40.3972704842951,28.7961154578636,2.09229310160588,81.6313605208148,4.36404526007397,6923,0
"37015200780000",41.85437,-76.69957,2.57787531380878,6.21092948748938,50.8277096562027,49.0623306554052,101.03198339106,2.51720299763552,4.8640100862334,0.000152612225203118,61.6865678116013,37.6321153252876,7.69263657766921,2.76224257001443,8.70683639107876,1.27652232108051,2.1176105479796,0.434265351507558,7621.03490054977,5.04474420160804,8.49592729164151,9.12262879254478,87.3554914461143,2.19875341060065,0.0256413809467512,36.4807354856735,35.0273407390599,0.667282811941424,79.1934160944878,-0.204048486106933,5715,0
"37015200800000",41.85797,-76.69241,2.578177373957,6.21037816037053,50.8281652617603,49.0623306548354,101.028214471987,2.51647334183222,4.86750781468873,0.000153445625589706,61.7035509197897,37.6000429641511,7.6968515236524,2.76199786403438,8.68540238009604,1.27652231454479,2.11700535063793,0.433426647391016,7623.64198396302,5.05461821162406,8.52658694177027,8.97936597576368,87.4987344278834,2.21991551636394,0.0256804010449767,36.5022649497384,34.9543400402291,0.66678518620612,77.6806699324557,-0.205113485246495,5775,0
"37015200920000",41.72442,-76.80607,2.57303022659099,6.22093736262943,50.8172413836109,49.0623306707151,101.040685034168,2.53376348157958,4.7678406746486,0.000134545272140279,60.9977378806972,38.6615075575513,7.58465232637545,2.77399022029301,3.06826833520676,1.27652233771511,2.14291766868552,0.142547839863071,7599.79264267116,4.92705397434794,7.91767661326838,12.7767932447038,84.1015395894472,2.12471188011297,0.0221954098828332,38.3676590432014,34.9865785262868,0.871370034339017,110.591831101886,-0.127785557561632,0,1
"37015200930000",41.72408,-76.8118,2.57282325032005,6.22120411918672,50.8173055106635,49.062330671291,101.046804690338,2.53422577031807,4.76576383577269,0.000134036407766181,61.0016063369399,38.6650184782107,7.58129155914101,2.77346732994039,3.07860031760815,1.2765223414597,2.14315555549167,0.142259520631293,7597.8570654397,4.91471538075182,7.89884617026522,12.8399064323344,83.9914875557177,2.12919786962348,0.0223570907753781,38.3515691783848,35.0243270474895,0.863195049923313,112.161248246971,-0.123757182329838,6309,0
"37015200970000",41.71008,-76.69525,2.57693023772253,6.2182663977947,50.8158352402004,49.0623306611731,100.913411577286,2.52596592194242,4.79690113449466,0.000143228020302012,60.8000915674053,38.7433957444812,7.63845709336913,2.78611260462706,1.8530667288057,1.27652224589102,2.14767462262978,0.0975412747781182,7640.88477544056,5.17641279662595,8.32709592849889,11.9043308506147,85.9484400881448,2.07399765733059,0.0185756292050248,39.1193919150344,33.9963361769017,1.07894751532722,80.3185272945048,-0.176971709575652,0,1
